Data;Godzina;COR;CRO;CROs;CROz
20171001;1;-;112,26;112,26;112,26
20171001;2;-;73,08;73,08;73,08
20171001;3;-;72,20;72,20;72,20
20171001;4;-;72,20;72,20;72,20
20171001;5;-;72,20;72,20;72,20
20171001;6;-;73,16;73,16;73,16
20171001;7;-;74,00;74,00;74,00
20171001;8;-;100,91;100,91;100,91
20171001;9;-;112,53;112,53;112,53
20171001;10;-;192,23;192,23;192,23
20171001;11;-;194,31;194,31;194,31
20171001;12;-;194,31;194,31;194,31
20171001;13;-;154,00;154,00;154,00
20171001;14;-;156,00;156,00;156,00
20171001;15;-;152,00;152,00;152,00
20171001;16;-;150,91;150,91;150,91
20171001;17;-;152,00;152,00;152,00
20171001;18;-;143,20;143,20;143,20
20171001;19;-;160,00;160,00;160,00
20171001;20;-;177,78;177,78;177,78
20171001;21;-;140,10;140,10;140,10
20171001;22;-;140,10;140,10;140,10
20171001;23;-;109,91;109,91;109,91
20171001;24;-;112,53;112,53;112,53
20171002;1;-;139,20;139,20;139,20
20171002;2;-;149,55;149,55;149,55
20171002;3;-;149,85;149,85;149,85
20171002;4;-;149,89;149,89;149,89
20171002;5;-;149,85;149,85;149,85
20171002;6;-;149,89;149,89;149,89
20171002;7;-;161,39;161,39;161,39
20171002;8;30,70;221,16;221,16;221,16
20171002;9;39,69;206,39;206,39;206,39
20171002;10;40,51;221,16;221,16;221,16
20171002;11;40,18;235,00;235,00;235,00
20171002;12;37,99;205,89;205,89;205,89
20171002;13;34,40;145,81;145,81;145,81
20171002;14;34,50;142,75;142,75;142,75
20171002;15;33,19;142,75;142,75;142,75
20171002;16;31,16;145,81;145,81;145,81
20171002;17;29,70;145,81;145,81;145,81
20171002;18;30,26;145,81;145,81;145,81
20171002;19;33,65;205,89;205,89;205,89
20171002;20;41,79;173,45;173,45;173,45
20171002;21;38,60;145,81;145,81;145,81
20171002;22;29,52;145,81;145,81;145,81
20171002;23;-;143,70;143,70;143,70
20171002;24;-;112,00;112,00;112,00
20171003;1;-;116,41;116,41;116,41
20171003;2;-;115,60;115,60;115,60
20171003;3;-;115,47;115,47;115,47
20171003;4;-;115,60;115,60;115,60
20171003;5;-;116,67;116,67;116,67
20171003;6;-;127,44;127,44;127,44
20171003;7;-;145,48;145,48;145,48
20171003;8;33,37;145,48;145,48;145,48
20171003;9;41,79;150,00;150,00;150,00
20171003;10;41,79;173,45;173,45;173,45
20171003;11;41,79;161,55;161,55;161,55
20171003;12;41,79;245,00;245,00;245,00
20171003;13;41,79;245,00;245,00;245,00
20171003;14;41,79;245,00;245,00;245,00
20171003;15;41,79;245,00;245,00;245,00
20171003;16;41,79;221,16;221,16;221,16
20171003;17;41,31;221,16;221,16;221,16
20171003;18;41,79;245,00;245,00;245,00
20171003;19;41,79;245,00;245,00;245,00
20171003;20;41,79;260,00;260,00;260,00
20171003;21;41,79;149,49;149,49;149,49
20171003;22;29,39;142,42;142,42;142,42
20171003;23;-;115,91;115,91;115,91
20171003;24;-;114,44;114,44;114,44
20171004;1;-;134,00;134,00;134,00
20171004;2;-;141,83;141,83;141,83
20171004;3;-;134,00;134,00;134,00
20171004;4;-;134,00;134,00;134,00
20171004;5;-;134,00;134,00;134,00
20171004;6;-;134,00;134,00;134,00
20171004;7;-;151,89;151,89;151,89
20171004;8;29,14;142,52;142,52;142,52
20171004;9;33,64;145,58;145,58;145,58
20171004;10;32,81;145,58;145,58;145,58
20171004;11;29,74;204,89;204,89;204,89
20171004;12;30,21;210,89;210,89;210,89
20171004;13;29,81;209,39;209,39;209,39
20171004;14;29,74;190,20;190,20;190,20
20171004;15;27,82;193,89;193,89;193,89
20171004;16;26,02;185,91;185,91;185,91
20171004;17;25,15;145,58;145,58;145,58
20171004;18;25,07;145,58;145,58;145,58
20171004;19;26,49;145,58;145,58;145,58
20171004;20;32,05;142,52;142,52;142,52
20171004;21;28,44;135,00;135,00;135,00
20171004;22;22,92;130,27;130,27;130,27
20171004;23;-;130,28;130,28;130,28
20171004;24;-;134,00;134,00;134,00
