Data;Godzina;CRO;CROs;CROz
20231001;1;452,80;452,80;452,80
20231001;2;450,11;450,11;450,11
20231001;3;430,92;430,92;430,92
20231001;4;446,71;446,71;446,71
20231001;5;452,80;452,80;452,80
20231001;6;453,13;453,13;453,13
20231001;7;452,80;452,80;452,80
20231001;8;457,85;457,85;457,85
20231001;9;463,41;463,41;463,41
20231001;10;453,13;453,13;453,13
20231001;11;446,73;446,73;446,73
20231001;12;417,65;417,65;417,65
20231001;13;159,81;159,81;159,81
20231001;14;-14,08;-14,08;-14,08
20231001;15;310,00;310,00;310,00
20231001;16;446,71;446,71;446,71
20231001;17;455,94;455,94;455,94
20231001;18;463,94;463,94;463,94
20231001;19;603,40;603,40;603,40
20231001;20;593,46;593,46;593,46
20231001;21;603,40;603,40;603,40
20231001;22;599,88;599,88;599,88
20231001;23;486,51;486,51;486,51
20231001;24;463,93;463,93;463,93
20231002;1;462,62;462,62;462,62
20231002;2;462,62;462,62;462,62
20231002;3;462,72;462,72;462,72
20231002;4;467,77;467,77;467,77
20231002;5;462,71;462,71;462,71
20231002;6;467,78;467,78;467,78
20231002;7;692,72;692,72;692,72
20231002;8;700,00;700,00;700,00
20231002;9;699,50;699,50;699,50
20231002;10;692,72;692,72;692,72
20231002;11;462,20;462,20;462,20
20231002;12;458,20;458,20;458,20
20231002;13;458,20;458,20;458,20
20231002;14;456,64;456,64;456,64
20231002;15;458,20;458,20;458,20
20231002;16;462,20;462,20;462,20
20231002;17;661,14;661,14;661,14
20231002;18;700,00;700,00;700,00
20231002;19;741,46;741,46;741,46
20231002;20;746,46;746,46;746,46
20231002;21;661,15;661,15;661,15
20231002;22;458,20;458,20;458,20
20231002;23;360,60;360,60;360,60
20231002;24;327,27;327,27;327,27
20231003;1;449,52;449,52;449,52
20231003;2;449,52;449,52;449,52
20231003;3;449,52;449,52;449,52
20231003;4;452,16;452,16;452,16
20231003;5;452,17;452,17;452,17
20231003;6;449,52;449,52;449,52
20231003;7;457,50;457,50;457,50
20231003;8;457,50;457,50;457,50
20231003;9;379,69;379,69;379,69
20231003;10;379,69;379,69;379,69
20231003;11;121,86;121,86;121,86
20231003;12;-14,12;-14,12;-14,12
20231003;13;-50,00;-50,00;-50,00
20231003;14;-50,00;-50,00;-50,00
20231003;15;121,86;121,86;121,86
20231003;16;361,67;361,67;361,67
20231003;17;457,50;457,50;457,50
20231003;18;468,36;468,36;468,36
20231003;19;468,37;468,37;468,37
20231003;20;468,36;468,36;468,36
20231003;21;468,35;468,35;468,35
20231003;22;457,50;457,50;457,50
20231003;23;349,67;349,67;349,67
20231003;24;345,26;345,26;345,26
20231004;1;-14,08;-14,08;-14,08
20231004;2;-14,12;-14,12;-14,12
20231004;3;-22,91;-22,91;-22,91
20231004;4;-25,24;-25,24;-25,24
20231004;5;297,84;297,84;297,84
20231004;6;409,54;409,54;409,54
20231004;7;467,29;467,29;467,29
20231004;8;513,03;513,03;513,03
20231004;9;513,07;513,07;513,07
20231004;10;511,32;511,32;511,32
20231004;11;467,29;467,29;467,29
20231004;12;467,31;467,31;467,31
