Data;Godzina;CRO;CROs;CROz
20230601;1;377,36;377,36;377,36
20230601;2;373,72;373,72;373,72
20230601;3;437,79;437,79;437,79
20230601;4;450,43;450,43;450,43
20230601;5;450,43;450,43;450,43
20230601;6;315,56;315,56;315,56
20230601;7;322,36;322,36;322,36
20230601;8;386,92;386,92;386,92
20230601;9;385,63;385,63;385,63
20230601;10;432,57;432,57;432,57
20230601;11;314,43;314,43;314,43
20230601;12;298,91;298,91;298,91
20230601;13;311,44;311,44;311,44
20230601;14;314,43;314,43;314,43
20230601;15;243,21;243,21;243,21
20230601;16;314,43;314,43;314,43
20230601;17;313,19;313,19;313,19
20230601;18;366,78;366,78;366,78
20230601;19;634,64;634,64;634,64
20230601;20;745,63;745,63;745,63
20230601;21;745,65;745,65;745,65
20230601;22;745,63;745,63;745,63
20230601;23;634,65;634,65;634,65
20230601;24;634,64;634,64;634,64
20230602;1;440,82;440,82;440,82
20230602;2;440,82;440,82;440,82
20230602;3;445,34;445,34;445,34
20230602;4;445,33;445,33;445,33
20230602;5;440,82;440,82;440,82
20230602;6;440,84;440,84;440,84
20230602;7;563,58;563,58;563,58
20230602;8;751,47;751,47;751,47
20230602;9;563,57;563,57;563,57
20230602;10;500,00;500,00;500,00
20230602;11;440,82;440,82;440,82
20230602;12;440,03;440,03;440,03
20230602;13;399,77;399,77;399,77
20230602;14;389,77;389,77;389,77
20230602;15;379,77;379,77;379,77
20230602;16;244,49;244,49;244,49
20230602;17;415,28;415,28;415,28
20230602;18;440,83;440,83;440,83
20230602;19;319,07;319,07;319,07
20230602;20;500,00;500,00;500,00
20230602;21;523,60;523,60;523,60
20230602;22;553,17;553,17;553,17
20230602;23;553,16;553,16;553,16
20230602;24;423,16;423,16;423,16
20230603;1;432,43;432,43;432,43
20230603;2;407,07;407,07;407,07
20230603;3;425,13;425,13;425,13
20230603;4;432,42;432,42;432,42
20230603;5;437,69;437,69;437,69
20230603;6;442,96;442,96;442,96
20230603;7;480,59;480,59;480,59
20230603;8;480,59;480,59;480,59
20230603;9;442,96;442,96;442,96
20230603;10;425,14;425,14;425,14
20230603;11;355,67;355,67;355,67
20230603;12;351,59;351,59;351,59
20230603;13;345,67;345,67;345,67
20230603;14;345,67;345,67;345,67
20230603;15;321,16;321,16;321,16
20230603;16;355,67;355,67;355,67
20230603;17;413,05;413,05;413,05
20230603;18;442,97;442,97;442,97
20230603;19;529,54;529,54;529,54
20230603;20;529,54;529,54;529,54
20230603;21;529,55;529,55;529,55
20230603;22;529,54;529,54;529,54
20230603;23;480,59;480,59;480,59
20230603;24;425,15;425,15;425,15
20230604;1;436,55;436,55;436,55
20230604;2;436,55;436,55;436,55
20230604;3;436,55;436,55;436,55
20230604;4;436,55;436,55;436,55
20230604;5;432,13;432,13;432,13
20230604;6;436,55;436,55;436,55
20230604;7;436,57;436,57;436,57
20230604;8;436,55;436,55;436,55
20230604;9;431,35;431,35;431,35
20230604;10;291,45;291,45;291,45
20230604;11;303,13;303,13;303,13
20230604;12;227,51;227,51;227,51
20230604;13;227,51;227,51;227,51
20230604;14;227,51;227,51;227,51
20230604;15;238,14;238,14;238,14
20230604;16;326,80;326,80;326,80
20230604;17;419,00;419,00;419,00
20230604;18;455,50;455,50;455,50
20230604;19;486,85;486,85;486,85
20230604;20;495,82;495,82;495,82
20230604;21;606,73;606,73;606,73
20230604;22;519,05;519,05;519,05
20230604;23;495,81;495,81;495,81
20230604;24;495,11;495,11;495,11
20230605;1;441,76;441,76;441,76
20230605;2;470,00;470,00;470,00
20230605;3;470,00;470,00;470,00
20230605;4;453,97;453,97;453,97
20230605;5;441,76;441,76;441,76
20230605;6;441,74;441,74;441,74
20230605;7;474,78;474,78;474,78
20230605;8;611,53;611,53;611,53
20230605;9;688,79;688,79;688,79
20230605;10;474,78;474,78;474,78
20230605;11;453,96;453,96;453,96
20230605;12;433,74;433,74;433,74
20230605;13;433,76;433,76;433,76
20230605;14;441,74;441,74;441,74
20230605;15;472,39;472,39;472,39
20230605;16;608,53;608,53;608,53
20230605;17;608,53;608,53;608,53
20230605;18;698,23;698,23;698,23
20230605;19;700,03;700,03;700,03
20230605;20;742,50;742,50;742,50
20230605;21;746,40;746,40;746,40
20230605;22;698,83;698,83;698,83
20230605;23;698,87;698,87;698,87
20230605;24;474,78;474,78;474,78
20230606;1;480,00;480,00;480,00
20230606;2;367,42;367,42;367,42
20230606;3;367,42;367,42;367,42
20230606;4;367,42;367,42;367,42
20230606;5;449,56;449,56;449,56
20230606;6;480,74;480,74;480,74
20230606;7;693,98;693,98;693,98
20230606;8;693,99;693,99;693,99
20230606;9;614,89;614,89;614,89
20230606;10;612,89;612,89;612,89
20230606;11;470,00;470,00;470,00
20230606;12;425,93;425,93;425,93
20230606;13;470,00;470,00;470,00
20230606;14;470,00;470,00;470,00
20230606;15;471,98;471,98;471,98
20230606;16;611,89;611,89;611,89
20230606;17;616,52;616,52;616,52
20230606;18;693,98;693,98;693,98
20230606;19;500,00;500,00;500,00
20230606;20;681,05;681,05;681,05
20230606;21;693,98;693,98;693,98
20230606;22;614,89;614,89;614,89
20230606;23;693,98;693,98;693,98
20230606;24;693,98;693,98;693,98
20230607;1;515,23;515,23;515,23
20230607;2;473,22;473,22;473,22
20230607;3;472,00;472,00;472,00
20230607;4;472,00;472,00;472,00
20230607;5;473,22;473,22;473,22
20230607;6;473,22;473,22;473,22
20230607;7;650,33;650,33;650,33
20230607;8;659,95;659,95;659,95
20230607;9;658,15;658,15;658,15
20230607;10;512,33;512,33;512,33
20230607;11;469,00;469,00;469,00
20230607;12;469,00;469,00;469,00
20230607;13;469,00;469,00;469,00
20230607;14;470,39;470,39;470,39
20230607;15;512,33;512,33;512,33
20230607;16;650,33;650,33;650,33
20230607;17;500,00;500,00;500,00
20230607;18;604,65;604,65;604,65
20230607;19;657,17;657,17;657,17
20230607;20;658,41;658,41;658,41
20230607;21;650,89;650,89;650,89
20230607;22;659,44;659,44;659,44
20230607;23;658,75;658,75;658,75
20230607;24;648,33;648,33;648,33
20230608;1;508,43;508,43;508,43
20230608;2;507,83;507,83;507,83
20230608;3;509,03;509,03;509,03
20230608;4;508,43;508,43;508,43
20230608;5;508,43;508,43;508,43
20230608;6;507,83;507,83;507,83
20230608;7;480,00;480,00;480,00
20230608;8;482,43;482,43;482,43
20230608;9;482,43;482,43;482,43
20230608;10;482,43;482,43;482,43
20230608;11;480,00;480,00;480,00
20230608;12;436,69;436,69;436,69
20230608;13;436,70;436,70;436,70
20230608;14;436,70;436,70;436,70
20230608;15;436,38;436,38;436,38
20230608;16;436,39;436,39;436,39
20230608;17;441,15;441,15;441,15
20230608;18;482,43;482,43;482,43
20230608;19;500,41;500,41;500,41
20230608;20;509,09;509,09;509,09
20230608;21;610,94;610,94;610,94
20230608;22;607,81;607,81;607,81
20230608;23;606,81;606,81;606,81
20230608;24;507,91;507,91;507,91
20230609;1;486,10;486,10;486,10
20230609;2;486,10;486,10;486,10
20230609;3;524,97;524,97;524,97
20230609;4;524,97;524,97;524,97
20230609;5;486,10;486,10;486,10
20230609;6;486,10;486,10;486,10
20230609;7;524,99;524,99;524,99
20230609;8;500,99;500,99;500,99
20230609;9;515,08;515,08;515,08
20230609;10;487,78;487,78;487,78
20230609;11;486,06;486,06;486,06
20230609;12;445,36;445,36;445,36
20230609;13;445,04;445,04;445,04
20230609;14;458,21;458,21;458,21
20230609;15;461,00;461,00;461,00
20230609;16;486,06;486,06;486,06
20230609;17;524,97;524,97;524,97
20230609;18;525,57;525,57;525,57
20230609;19;529,14;529,14;529,14
20230609;20;534,08;534,08;534,08
20230609;21;608,52;608,52;608,52
20230609;22;608,52;608,52;608,52
20230609;23;534,08;534,08;534,08
20230609;24;525,57;525,57;525,57
20230610;1;472,06;472,06;472,06
20230610;2;446,09;446,09;446,09
20230610;3;445,68;445,68;445,68
20230610;4;445,68;445,68;445,68
20230610;5;445,67;445,67;445,67
20230610;6;386,82;386,82;386,82
20230610;7;428,24;428,24;428,24
20230610;8;428,88;428,88;428,88
20230610;9;445,67;445,67;445,67
20230610;10;446,08;446,08;446,08
20230610;11;427,68;427,68;427,68
20230610;12;296,88;296,88;296,88
20230610;13;283,44;283,44;283,44
20230610;14;273,44;273,44;273,44
20230610;15;245,20;245,20;245,20
20230610;16;250,04;250,04;250,04
20230610;17;276,88;276,88;276,88
20230610;18;377,81;377,81;377,81
20230610;19;429,33;429,33;429,33
20230610;20;429,33;429,33;429,33
20230610;21;429,34;429,34;429,34
20230610;22;429,33;429,33;429,33
20230610;23;429,34;429,34;429,34
20230610;24;427,82;427,82;427,82
20230611;1;429,03;429,03;429,03
20230611;2;426,26;426,26;426,26
20230611;3;390,52;390,52;390,52
20230611;4;423,71;423,71;423,71
20230611;5;380,76;380,76;380,76
20230611;6;377,17;377,17;377,17
20230611;7;429,58;429,58;429,58
20230611;8;430,84;430,84;430,84
20230611;9;435,26;435,26;435,26
20230611;10;372,91;372,91;372,91
20230611;11;233,97;233,97;233,97
20230611;12;29,45;29,45;29,45
20230611;13;28,89;28,89;28,89
20230611;14;29,45;29,45;29,45
20230611;15;32,14;32,14;32,14
20230611;16;234,66;234,66;234,66
20230611;17;249,22;249,22;249,22
20230611;18;429,58;429,58;429,58
20230611;19;459,27;459,27;459,27
20230611;20;479,12;479,12;479,12
20230611;21;491,56;491,56;491,56
20230611;22;465,29;465,29;465,29
20230611;23;459,27;459,27;459,27
20230611;24;430,78;430,78;430,78
20230612;1;333,38;333,38;333,38
