Data;Godzina;COR;CRO;CROs;CROz
20170801;1;-;122,82;122,82;122,82
20170801;2;-;110,40;110,40;110,40
20170801;3;-;110,47;110,47;110,47
20170801;4;-;109,80;109,80;109,80
20170801;5;-;106,70;106,70;106,70
20170801;6;-;110,48;110,48;110,48
20170801;7;-;121,66;121,66;121,66
20170801;8;35,75;118,30;118,30;118,30
20170801;9;41,79;122,94;122,94;122,94
20170801;10;41,79;125,70;125,70;125,70
20170801;11;41,79;135,39;135,39;135,39
20170801;12;41,79;141,63;141,63;141,63
20170801;13;41,79;226,33;226,33;226,33
20170801;14;41,79;226,36;226,36;226,36
20170801;15;41,79;378,22;378,22;378,22
20170801;16;41,79;415,67;415,67;415,67
20170801;17;41,79;378,92;378,92;378,92
20170801;18;41,79;426,94;426,94;426,94
20170801;19;41,79;900,00;900,00;900,00
20170801;20;41,79;1187,81;1187,81;1187,81
20170801;21;41,79;233,11;233,11;233,11
20170801;22;41,79;125,39;125,39;125,39
20170801;23;-;150,80;150,80;150,80
20170801;24;-;148,40;148,40;148,40
20170802;1;-;152,39;152,39;152,39
20170802;2;-;110,46;110,46;110,46
20170802;3;-;141,00;141,00;141,00
20170802;4;-;139,10;139,10;139,10
20170802;5;-;140,43;140,43;140,43
20170802;6;-;144,93;144,93;144,93
20170802;7;-;153,39;153,39;153,39
20170802;8;29,94;226,24;226,24;226,24
20170802;9;38,85;221,97;221,97;221,97
20170802;10;41,79;233,02;233,02;233,02
20170802;11;41,79;226,27;226,27;226,27
20170802;12;41,79;233,02;233,02;233,02
20170802;13;41,79;233,05;233,05;233,05
20170802;14;41,79;228,23;228,23;228,23
20170802;15;41,79;226,24;226,24;226,24
20170802;16;41,79;226,24;226,24;226,24
20170802;17;41,79;226,27;226,27;226,27
20170802;18;41,79;228,23;228,23;228,23
20170802;19;41,79;221,16;221,16;221,16
20170802;20;41,79;195,39;195,39;195,39
20170802;21;41,79;221,16;221,16;221,16
20170802;22;41,79;226,24;226,24;226,24
20170802;23;-;155,39;155,39;155,39
20170802;24;-;154,39;154,39;154,39
20170803;1;-;140,43;140,43;140,43
20170803;2;-;133,68;133,68;133,68
20170803;3;-;125,50;125,50;125,50
