Data;Godzina;COR;CRO;CROs;CROz
20171101;1;-;160,80;160,80;160,80
20171101;2;-;129,44;129,44;129,44
20171101;3;-;136,90;136,90;136,90
20171101;4;-;138,40;138,40;138,40
20171101;5;-;139,54;139,54;139,54
20171101;6;-;153,52;153,52;153,52
20171101;7;-;163,39;163,39;163,39
20171101;8;-;161,89;161,89;161,89
20171101;9;-;129,44;129,44;129,44
20171101;10;-;128,44;128,44;128,44
20171101;11;-;112,80;112,80;112,80
20171101;12;-;74,70;74,70;74,70
20171101;13;-;127,44;127,44;127,44
20171101;14;-;127,44;127,44;127,44
20171101;15;-;169,39;169,39;169,39
20171101;16;-;168,39;168,39;168,39
20171101;17;-;177,38;177,38;177,38
20171101;18;-;163,39;163,39;163,39
20171101;19;-;142,90;142,90;142,90
20171101;20;-;75,08;75,08;75,08
20171101;21;-;74,10;74,10;74,10
20171101;22;-;74,00;74,00;74,00
20171101;23;-;73,10;73,10;73,10
20171101;24;-;71,09;71,09;71,09
20171102;1;-;70,01;70,01;70,01
20171102;2;-;70,00;70,00;70,00
20171102;3;-;70,00;70,00;70,00
20171102;4;-;70,00;70,00;70,00
20171102;5;-;106,31;106,31;106,31
20171102;6;-;145,00;145,00;145,00
20171102;7;-;153,33;153,33;153,33
20171102;8;23,63;145,70;145,70;145,70
20171102;9;27,40;145,70;145,70;145,70
20171102;10;26,02;142,60;142,60;142,60
20171102;11;24,78;145,70;145,70;145,70
20171102;12;28,36;218,10;218,10;218,10
20171102;13;33,33;249,00;249,00;249,00
20171102;14;33,72;260,00;260,00;260,00
20171102;15;33,22;259,90;259,90;259,90
20171102;16;33,51;259,87;259,87;259,87
20171102;17;41,79;300,00;300,00;300,00
20171102;18;41,79;281,60;281,60;281,60
20171102;19;41,79;224,00;224,00;224,00
20171102;20;35,68;221,16;221,16;221,16
20171102;21;32,95;217,70;217,70;217,70
20171102;22;27,83;205,10;205,10;205,10
20171102;23;-;145,00;145,00;145,00
20171102;24;-;163,39;163,39;163,39
20171103;1;-;163,39;163,39;163,39
20171103;2;-;167,11;167,11;167,11
20171103;3;-;165,24;165,24;165,24
20171103;4;-;163,14;163,14;163,14
20171103;5;-;163,14;163,14;163,14
20171103;6;-;164,25;164,25;164,25
20171103;7;-;180,00;180,00;180,00
20171103;8;41,79;221,16;221,16;221,16
20171103;9;41,79;262,00;262,00;262,00
20171103;10;41,79;285,00;285,00;285,00
20171103;11;41,79;276,00;276,00;276,00
20171103;12;41,79;300,00;300,00;300,00
20171103;13;41,79;227,79;227,79;227,79
20171103;14;41,79;221,16;221,16;221,16
20171103;15;41,79;221,16;221,16;221,16
20171103;16;41,79;279,00;279,00;279,00
20171103;17;41,79;306,88;306,88;306,88
20171103;18;41,79;1490,00;1490,00;1490,00
20171103;19;41,79;311,00;311,00;311,00
20171103;20;41,79;155,64;155,64;155,64
20171103;21;41,79;144,60;144,60;144,60
20171103;22;40,36;141,50;141,50;141,50
20171103;23;-;144,60;144,60;144,60
20171103;24;-;131,71;131,71;131,71
20171104;1;-;132,89;132,89;132,89
20171104;2;-;129,44;129,44;129,44
20171104;3;-;129,44;129,44;129,44
20171104;4;-;130,44;130,44;130,44
20171104;5;-;130,44;130,44;130,44
20171104;6;-;134,89;134,89;134,89
20171104;7;-;130,44;130,44;130,44
20171104;8;-;140,39;140,39;140,39
20171104;9;-;144,02;144,02;144,02
20171104;10;-;195,78;195,78;195,78
20171104;11;-;221,16;221,16;221,16
20171104;12;-;222,47;222,47;222,47
20171104;13;-;147,08;147,08;147,08
20171104;14;-;147,08;147,08;147,08
20171104;15;-;147,08;147,08;147,08
20171104;16;-;192,12;192,12;192,12
20171104;17;-;179,90;179,90;179,90
20171104;18;-;179,90;179,90;179,90
20171104;19;-;135,89;135,89;135,89
20171104;20;-;134,89;134,89;134,89
20171104;21;-;139,39;139,39;139,39
20171104;22;-;132,00;132,00;132,00
20171104;23;-;130,44;130,44;130,44
20171104;24;-;132,89;132,89;132,89
20171105;1;-;129,44;129,44;129,44
20171105;2;-;129,44;129,44;129,44
20171105;3;-;134,89;134,89;134,89
20171105;4;-;134,89;134,89;134,89
20171105;5;-;134,89;134,89;134,89
20171105;6;-;134,89;134,89;134,89
20171105;7;-;73,20;73,20;73,20
20171105;8;-;114,40;114,40;114,40
20171105;9;-;129,44;129,44;129,44
20171105;10;-;129,44;129,44;129,44
20171105;11;-;143,70;143,70;143,70
20171105;12;-;143,70;143,70;143,70
20171105;13;-;132,92;132,92;132,92
20171105;14;-;131,44;131,44;131,44
20171105;15;-;114,40;114,40;114,40
20171105;16;-;122,00;122,00;122,00
20171105;17;-;134,89;134,89;134,89
20171105;18;-;134,99;134,99;134,99
20171105;19;-;134,99;134,99;134,99
20171105;20;-;134,89;134,89;134,89
20171105;21;-;143,70;143,70;143,70
20171105;22;-;143,70;143,70;143,70
20171105;23;-;143,00;143,00;143,00
20171105;24;-;143,00;143,00;143,00
20171106;1;-;148,40;148,40;148,40
20171106;2;-;115,00;115,00;115,00
20171106;3;-;115,00;115,00;115,00
20171106;4;-;115,00;115,00;115,00
20171106;5;-;157,89;157,89;157,89
20171106;6;-;148,40;148,40;148,40
20171106;7;-;145,40;145,40;145,40
20171106;8;38,08;127,89;127,89;127,89
20171106;9;41,79;133,39;133,39;133,39
20171106;10;41,79;138,00;138,00;138,00
20171106;11;41,79;138,00;138,00;138,00
20171106;12;41,79;140,39;140,39;140,39
20171106;13;41,79;148,40;148,40;148,40
20171106;14;41,79;185,91;185,91;185,91
20171106;15;41,79;145,40;145,40;145,40
20171106;16;41,79;223,00;223,00;223,00
20171106;17;41,79;450,00;450,00;450,00
20171106;18;41,79;1000,00;1000,00;1000,00
20171106;19;41,79;234,35;234,35;234,35
20171106;20;41,79;210,91;210,91;210,91
20171106;21;41,79;148,40;148,40;148,40
20171106;22;41,79;221,16;221,16;221,16
20171106;23;-;157,89;157,89;157,89
20171106;24;-;158,39;158,39;158,39
20171107;1;-;134,89;134,89;134,89
