Data;Godzina;CRO;CROs;CROz
20230701;1;671,05;671,05;671,05
20230701;2;664,49;664,49;664,49
20230701;3;616,41;616,41;616,41
20230701;4;616,41;616,41;616,41
20230701;5;419,99;419,99;419,99
20230701;6;429,18;429,18;429,18
20230701;7;412,16;412,16;412,16
20230701;8;423,44;423,44;423,44
20230701;9;484,89;484,89;484,89
20230701;10;664,49;664,49;664,49
20230701;11;616,41;616,41;616,41
20230701;12;377,96;377,96;377,96
20230701;13;383,14;383,14;383,14
20230701;14;377,97;377,97;377,97
20230701;15;377,96;377,96;377,96
20230701;16;342,16;342,16;342,16
20230701;17;338,90;338,90;338,90
20230701;18;377,97;377,97;377,97
20230701;19;650,81;650,81;650,81
20230701;20;671,05;671,05;671,05
20230701;21;674,08;674,08;674,08
20230701;22;530,57;530,57;530,57
20230701;23;389,07;389,07;389,07
20230701;24;335,90;335,90;335,90
20230702;1;398,86;398,86;398,86
20230702;2;423,58;423,58;423,58
20230702;3;437,40;437,40;437,40
20230702;4;437,40;437,40;437,40
20230702;5;398,36;398,36;398,36
20230702;6;251,42;251,42;251,42
20230702;7;65,55;65,55;65,55
20230702;8;57,51;57,51;57,51
20230702;9;45,19;45,19;45,19
20230702;10;25,02;25,02;25,02
20230702;11;26,49;26,49;26,49
20230702;12;45,71;45,71;45,71
20230702;13;28,54;28,54;28,54
20230702;14;28,54;28,54;28,54
20230702;15;43,17;43,17;43,17
20230702;16;45,19;45,19;45,19
20230702;17;28,44;28,44;28,44
20230702;18;28,44;28,44;28,44
20230702;19;77,89;77,89;77,89
20230702;20;430,72;430,72;430,72
20230702;21;437,99;437,99;437,99
20230702;22;454,68;454,68;454,68
20230702;23;438,00;438,00;438,00
20230702;24;437,99;437,99;437,99
20230703;1;471,34;471,34;471,34
20230703;2;403,79;403,79;403,79
20230703;3;399,31;399,31;399,31
20230703;4;397,05;397,05;397,05
20230703;5;343,82;343,82;343,82
20230703;6;403,79;403,79;403,79
20230703;7;485,86;485,86;485,86
20230703;8;716,68;716,68;716,68
20230703;9;499,24;499,24;499,24
20230703;10;411,97;411,97;411,97
20230703;11;367,80;367,80;367,80
20230703;12;343,59;343,59;343,59
20230703;13;388,56;388,56;388,56
20230703;14;441,03;441,03;441,03
20230703;15;391,35;391,35;391,35
20230703;16;367,80;367,80;367,80
20230703;17;455,85;455,85;455,85
20230703;18;499,24;499,24;499,24
20230703;19;734,48;734,48;734,48
20230703;20;771,69;771,69;771,69
20230703;21;778,66;778,66;778,66
20230703;22;791,68;791,68;791,68
20230703;23;765,41;765,41;765,41
20230703;24;734,48;734,48;734,48
20230704;1;757,56;757,56;757,56
20230704;2;757,56;757,56;757,56
20230704;3;700,00;700,00;700,00
20230704;4;621,21;621,21;621,21
20230704;5;532,59;532,59;532,59
20230704;6;476,16;476,16;476,16
20230704;7;473,16;473,16;473,16
20230704;8;620,21;620,21;620,21
20230704;9;532,59;532,59;532,59
20230704;10;440,41;440,41;440,41
20230704;11;324,47;324,47;324,47
20230704;12;274,18;274,18;274,18
20230704;13;302,32;302,32;302,32
20230704;14;456,54;456,54;456,54
20230704;15;458,48;458,48;458,48
20230704;16;466,35;466,35;466,35
20230704;17;487,11;487,11;487,11
20230704;18;757,57;757,57;757,57
20230704;19;768,77;768,77;768,77
20230704;20;768,76;768,76;768,76
20230704;21;829,45;829,45;829,45
20230704;22;822,94;822,94;822,94
20230704;23;758,54;758,54;758,54
20230704;24;767,60;767,60;767,60
20230705;1;401,48;401,48;401,48
20230705;2;429,19;429,19;429,19
20230705;3;487,75;487,75;487,75
20230705;4;487,75;487,75;487,75
20230705;5;487,75;487,75;487,75
20230705;6;487,75;487,75;487,75
20230705;7;416,42;416,42;416,42
20230705;8;383,48;383,48;383,48
20230705;9;406,08;406,08;406,08
20230705;10;487,75;487,75;487,75
20230705;11;383,48;383,48;383,48
20230705;12;406,42;406,42;406,42
20230705;13;465,43;465,43;465,43
20230705;14;481,79;481,79;481,79
20230705;15;487,75;487,75;487,75
20230705;16;726,13;726,13;726,13
20230705;17;747,24;747,24;747,24
20230705;18;747,24;747,24;747,24
20230705;19;746,68;746,68;746,68
20230705;20;654,44;654,44;654,44
20230705;21;612,83;612,83;612,83
20230705;22;748,42;748,42;748,42
20230705;23;746,70;746,70;746,70
20230705;24;656,93;656,93;656,93
20230706;1;384,30;384,30;384,30
20230706;2;433,31;433,31;433,31
20230706;3;400,09;400,09;400,09
20230706;4;433,30;433,30;433,30
20230706;5;403,88;403,88;403,88
20230706;6;433,31;433,31;433,31
20230706;7;390,59;390,59;390,59
20230706;8;433,32;433,32;433,32
20230706;9;737,28;737,28;737,28
20230706;10;500,00;500,00;500,00
20230706;11;532,67;532,67;532,67
20230706;12;500,00;500,00;500,00
20230706;13;579,08;579,08;579,08
20230706;14;487,35;487,35;487,35
20230706;15;487,35;487,35;487,35
20230706;16;487,35;487,35;487,35
20230706;17;451,45;451,45;451,45
20230706;18;487,35;487,35;487,35
20230706;19;398,18;398,18;398,18
20230706;20;789,57;789,57;789,57
20230706;21;819,80;819,80;819,80
20230706;22;819,80;819,80;819,80
20230706;23;528,30;528,30;528,30
20230706;24;487,35;487,35;487,35
20230707;1;531,48;531,48;531,48
20230707;2;486,22;486,22;486,22
20230707;3;491,47;491,47;491,47
20230707;4;486,22;486,22;486,22
20230707;5;416,13;416,13;416,13
20230707;6;389,11;389,11;389,11
20230707;7;531,48;531,48;531,48
20230707;8;772,30;772,30;772,30
20230707;9;700,77;700,77;700,77
20230707;10;404,08;404,08;404,08
20230707;11;376,74;376,74;376,74
20230707;12;383,27;383,27;383,27
20230707;13;383,66;383,66;383,66
20230707;14;343,59;343,59;343,59
20230707;15;327,11;327,11;327,11
20230707;16;327,53;327,53;327,53
20230707;17;330,53;330,53;330,53
20230707;18;379,55;379,55;379,55
20230707;19;527,12;527,12;527,12
20230707;20;700,77;700,77;700,77
20230707;21;735,97;735,97;735,97
20230707;22;700,77;700,77;700,77
20230707;23;486,22;486,22;486,22
20230707;24;527,12;527,12;527,12
20230708;1;483,91;483,91;483,91
20230708;2;341,62;341,62;341,62
20230708;3;454,79;454,79;454,79
20230708;4;449,08;449,08;449,08
20230708;5;379,51;379,51;379,51
20230708;6;449,10;449,10;449,10
20230708;7;456,81;456,81;456,81
20230708;8;456,79;456,79;456,79
20230708;9;389,87;389,87;389,87
20230708;10;304,70;304,70;304,70
20230708;11;301,33;301,33;301,33
20230708;12;296,80;296,80;296,80
20230708;13;296,80;296,80;296,80
20230708;14;296,80;296,80;296,80
20230708;15;73,71;73,71;73,71
20230708;16;301,33;301,33;301,33
20230708;17;301,33;301,33;301,33
20230708;18;320,35;320,35;320,35
20230708;19;616,01;616,01;616,01
20230708;20;616,01;616,01;616,01
20230708;21;616,01;616,01;616,01
20230708;22;616,01;616,01;616,01
20230708;23;616,01;616,01;616,01
20230708;24;483,91;483,91;483,91
20230709;1;463,47;463,47;463,47
20230709;2;464,29;464,29;464,29
20230709;3;463,47;463,47;463,47
20230709;4;463,47;463,47;463,47
20230709;5;463,47;463,47;463,47
20230709;6;457,90;457,90;457,90
20230709;7;463,47;463,47;463,47
20230709;8;457,88;457,88;457,88
20230709;9;432,20;432,20;432,20
20230709;10;401,51;401,51;401,51
20230709;11;282,56;282,56;282,56
20230709;12;95,22;95,22;95,22
20230709;13;75,03;75,03;75,03
20230709;14;75,03;75,03;75,03
20230709;15;75,03;75,03;75,03
20230709;16;97,12;97,12;97,12
20230709;17;403,29;403,29;403,29
20230709;18;457,90;457,90;457,90
20230709;19;500,00;500,00;500,00
20230709;20;632,61;632,61;632,61
20230709;21;621,01;621,01;621,01
20230709;22;520,01;520,01;520,01
20230709;23;632,70;632,70;632,70
20230709;24;632,04;632,04;632,04
20230710;1;665,18;665,18;665,18
20230710;2;481,01;481,01;481,01
20230710;3;448,32;448,32;448,32
20230710;4;461,96;461,96;461,96
20230710;5;461,55;461,55;461,55
20230710;6;481,01;481,01;481,01
20230710;7;729,90;729,90;729,90
20230710;8;673,73;673,73;673,73
20230710;9;766,28;766,28;766,28
20230710;10;766,27;766,27;766,27
20230710;11;613,89;613,89;613,89
20230710;12;657,54;657,54;657,54
20230710;13;657,54;657,54;657,54
20230710;14;665,18;665,18;665,18
20230710;15;665,18;665,18;665,18
20230710;16;729,90;729,90;729,90
20230710;17;777,47;777,47;777,47
20230710;18;766,28;766,28;766,28
20230710;19;778,67;778,67;778,67
20230710;20;779,27;779,27;779,27
20230710;21;840,57;840,57;840,57
20230710;22;837,61;837,61;837,61
20230710;23;778,67;778,67;778,67
20230710;24;700,90;700,90;700,90
20230711;1;738,55;738,55;738,55
20230711;2;551,16;551,16;551,16
20230711;3;526,77;526,77;526,77
20230711;4;551,16;551,16;551,16
20230711;5;663,86;663,86;663,86
20230711;6;700,00;700,00;700,00
20230711;7;712,98;712,98;712,98
20230711;8;716,73;716,73;716,73
20230711;9;716,73;716,73;716,73
20230711;10;712,97;712,97;712,97
20230711;11;712,98;712,98;712,98
20230711;12;663,86;663,86;663,86
20230711;13;526,77;526,77;526,77
20230711;14;439,87;439,87;439,87
20230711;15;427,17;427,17;427,17
20230711;16;481,63;481,63;481,63
20230711;17;700,00;700,00;700,00
20230711;18;712,99;712,99;712,99
20230711;19;790,75;790,75;790,75
20230711;20;794,39;794,39;794,39
20230711;21;792,91;792,91;792,91
20230711;22;790,75;790,75;790,75
20230711;23;738,55;738,55;738,55
20230711;24;712,98;712,98;712,98
20230712;1;712,51;712,51;712,51
20230712;2;700,00;700,00;700,00
20230712;3;532,57;532,57;532,57
20230712;4;532,57;532,57;532,57
20230712;5;522,57;522,57;522,57
