Data;Godzina;CRO;CROs;CROz
20230804;3;496,37;496,37;496,37
20230804;4;500,37;500,37;500,37
20230804;5;504,21;504,21;504,21
20230804;6;589,67;589,67;589,67
20230804;7;677,89;677,89;677,89
20230804;8;704,94;704,94;704,94
20230804;9;704,95;704,95;704,95
20230804;10;700,00;700,00;700,00
20230804;11;461,20;461,20;461,20
20230804;12;667,22;667,22;667,22
20230804;13;699,98;699,98;699,98
20230804;14;672,31;672,31;672,31
20230804;15;474,75;474,75;474,75
20230804;16;668,94;668,94;668,94
20230804;17;678,89;678,89;678,89
20230804;18;701,26;701,26;701,26
20230804;19;704,93;704,93;704,93
20230804;20;724,17;724,17;724,17
20230804;21;764,08;764,08;764,08
20230804;22;730,93;730,93;730,93
20230804;23;704,94;704,94;704,94
20230804;24;701,41;701,41;701,41
20230805;1;614,02;614,02;614,02
20230805;2;614,02;614,02;614,02
20230805;3;609,10;609,10;609,10
20230805;4;609,10;609,10;609,10
20230805;5;481,80;481,80;481,80
20230805;6;452,23;452,23;452,23
20230805;7;369,78;369,78;369,78
20230805;8;387,97;387,97;387,97
20230805;9;451,65;451,65;451,65
20230805;10;614,03;614,03;614,03
20230805;11;616,44;616,44;616,44
20230805;12;616,44;616,44;616,44
20230805;13;614,03;614,03;614,03
20230805;14;614,02;614,02;614,02
20230805;15;614,02;614,02;614,02
20230805;16;614,02;614,02;614,02
20230805;17;614,02;614,02;614,02
20230805;18;609,09;609,09;609,09
20230805;19;616,44;616,44;616,44
20230805;20;654,92;654,92;654,92
20230805;21;616,44;616,44;616,44
20230805;22;614,02;614,02;614,02
20230805;23;454,88;454,88;454,88
20230805;24;405,29;405,29;405,29
20230806;1;426,16;426,16;426,16
20230806;2;442,70;442,70;442,70
20230806;3;448,10;448,10;448,10
20230806;4;448,49;448,49;448,49
20230806;5;448,11;448,11;448,11
20230806;6;397,08;397,08;397,08
20230806;7;374,21;374,21;374,21
20230806;8;435,25;435,25;435,25
20230806;9;435,24;435,24;435,24
20230806;10;389,10;389,10;389,10
20230806;11;372,46;372,46;372,46
20230806;12;388,37;388,37;388,37
20230806;13;389,10;389,10;389,10
20230806;14;372,47;372,47;372,47
20230806;15;350,91;350,91;350,91
20230806;16;365,11;365,11;365,11
20230806;17;372,46;372,46;372,46
20230806;18;388,37;388,37;388,37
20230806;19;354,35;354,35;354,35
20230806;20;350,91;350,91;350,91
20230806;21;364,90;364,90;364,90
20230806;22;367,73;367,73;367,73
20230806;23;383,17;383,17;383,17
20230806;24;350,91;350,91;350,91
20230807;1;321,71;321,71;321,71
20230807;2;253,54;253,54;253,54
20230807;3;269,82;269,82;269,82
20230807;4;247,78;247,78;247,78
20230807;5;247,35;247,35;247,35
20230807;6;269,82;269,82;269,82
20230807;7;378,94;378,94;378,94
20230807;8;379,60;379,60;379,60
20230807;9;376,03;376,03;376,03
20230807;10;365,02;365,02;365,02
20230807;11;355,92;355,92;355,92
20230807;12;270,75;270,75;270,75
20230807;13;355,92;355,92;355,92
20230807;14;359,99;359,99;359,99
20230807;15;374,18;374,18;374,18
20230807;16;374,99;374,99;374,99
20230807;17;379,53;379,53;379,53
20230807;18;379,53;379,53;379,53
20230807;19;380,16;380,16;380,16
20230807;20;380,81;380,81;380,81
20230807;21;433,09;433,09;433,09
20230807;22;383,76;383,76;383,76
20230807;23;380,13;380,13;380,13
20230807;24;317,61;317,61;317,61
20230808;1;254,24;254,24;254,24
20230808;2;272,85;272,85;272,85
20230808;3;249,06;249,06;249,06
20230808;4;248,94;248,94;248,94
20230808;5;249,06;249,06;249,06
20230808;6;235,31;235,31;235,31
20230808;7;322,48;322,48;322,48
20230808;8;320,48;320,48;320,48
20230808;9;306,06;306,06;306,06
20230808;10;255,21;255,21;255,21
20230808;11;235,43;235,43;235,43
20230808;12;255,21;255,21;255,21
20230808;13;269,85;269,85;269,85
20230808;14;254,22;254,22;254,22
20230808;15;194,20;194,20;194,20
20230808;16;339,52;339,52;339,52
20230808;17;419,50;419,50;419,50
20230808;18;421,30;421,30;421,30
20230808;19;445,61;445,61;445,61
20230808;20;477,72;477,72;477,72
20230808;21;592,96;592,96;592,96
20230808;22;451,04;451,04;451,04
20230808;23;421,30;421,30;421,30
20230808;24;420,10;420,10;420,10
20230809;1;448,76;448,76;448,76
20230809;2;449,75;449,75;449,75
20230809;3;448,81;448,81;448,81
20230809;4;448,81;448,81;448,81
20230809;5;448,81;448,81;448,81
20230809;6;449,75;449,75;449,75
20230809;7;590,77;590,77;590,77
20230809;8;656,80;656,80;656,80
20230809;9;656,80;656,80;656,80
20230809;10;466,42;466,42;466,42
20230809;11;417,23;417,23;417,23
20230809;12;466,40;466,40;466,40
20230809;13;476,37;476,37;476,37
20230809;14;519,45;519,45;519,45
20230809;15;486,07;486,07;486,07
20230809;16;644,33;644,33;644,33
20230809;17;656,80;656,80;656,80
20230809;18;656,81;656,81;656,81
20230809;19;669,51;669,51;669,51
20230809;20;700,01;700,01;700,01
20230809;21;706,75;706,75;706,75
20230809;22;703,03;703,03;703,03
20230809;23;669,51;669,51;669,51
20230809;24;656,81;656,81;656,81
20230810;1;702,10;702,10;702,10
20230810;2;648,14;648,14;648,14
20230810;3;518,88;518,88;518,88
20230810;4;483,67;483,67;483,67
20230810;5;510,44;510,44;510,44
20230810;6;676,14;676,14;676,14
20230810;7;701,49;701,49;701,49
20230810;8;703,91;703,91;703,91
20230810;9;700,01;700,01;700,01
20230810;10;689,68;689,68;689,68
20230810;11;474,42;474,42;474,42
20230810;12;474,42;474,42;474,42
20230810;13;480,67;480,67;480,67
20230810;14;483,59;483,59;483,59
20230810;15;483,67;483,67;483,67
20230810;16;700,01;700,01;700,01
20230810;17;689,68;689,68;689,68
20230810;18;701,49;701,49;701,49
20230810;19;703,89;703,89;703,89
20230810;20;707,62;707,62;707,62
20230810;21;729,34;729,34;729,34
20230810;22;707,62;707,62;707,62
20230810;23;703,91;703,91;703,91
20230810;24;689,68;689,68;689,68
20230811;1;419,07;419,07;419,07
20230811;2;414,36;414,36;414,36
20230811;3;435,99;435,99;435,99
20230811;4;441,94;441,94;441,94
20230811;5;451,75;451,75;451,75
20230811;6;465,12;465,12;465,12
20230811;7;602,60;602,60;602,60
20230811;8;451,66;451,66;451,66
20230811;9;385,79;385,79;385,79
20230811;10;338,16;338,16;338,16
20230811;11;247,11;247,11;247,11
20230811;12;316,81;316,81;316,81
20230811;13;379,06;379,06;379,06
20230811;14;420,65;420,65;420,65
20230811;15;416,47;416,47;416,47
20230811;16;247,11;247,11;247,11
20230811;17;23,57;23,57;23,57
20230811;18;415,80;415,80;415,80
20230811;19;451,67;451,67;451,67
20230811;20;609,02;609,02;609,02
20230811;21;685,91;685,91;685,91
20230811;22;673,56;673,56;673,56
20230811;23;451,27;451,27;451,27
20230811;24;451,25;451,25;451,25
20230812;1;456,30;456,30;456,30
20230812;2;456,78;456,78;456,78
20230812;3;456,28;456,28;456,28
20230812;4;428,92;428,92;428,92
20230812;5;428,92;428,92;428,92
20230812;6;428,92;428,92;428,92
20230812;7;379,37;379,37;379,37
20230812;8;292,36;292,36;292,36
20230812;9;442,21;442,21;442,21
20230812;10;379,36;379,36;379,36
20230812;11;64,99;64,99;64,99
20230812;12;16,91;16,91;16,91
20230812;13;16,83;16,83;16,83
20230812;14;16,94;16,94;16,94
20230812;15;174,87;174,87;174,87
20230812;16;198,72;198,72;198,72
20230812;17;379,37;379,37;379,37
20230812;18;456,28;456,28;456,28
20230812;19;473,16;473,16;473,16
20230812;20;473,18;473,18;473,18
20230812;21;495,62;495,62;495,62
20230812;22;413,28;413,28;413,28
20230812;23;292,36;292,36;292,36
20230812;24;292,36;292,36;292,36
20230813;1;455,46;455,46;455,46
20230813;2;455,81;455,81;455,81
20230813;3;455,79;455,79;455,79
20230813;4;455,79;455,79;455,79
20230813;5;455,79;455,79;455,79
20230813;6;451,41;451,41;451,41
20230813;7;449,36;449,36;449,36
20230813;8;433,97;433,97;433,97
20230813;9;433,96;433,96;433,96
20230813;10;339,35;339,35;339,35
20230813;11;170,00;170,00;170,00
20230813;12;16,91;16,91;16,91
20230813;13;16,83;16,83;16,83
20230813;14;16,94;16,94;16,94
20230813;15;79,15;79,15;79,15
20230813;16;81,23;81,23;81,23
20230813;17;246,00;246,00;246,00
20230813;18;333,93;333,93;333,93
20230813;19;459,17;459,17;459,17
20230813;20;459,17;459,17;459,17
20230813;21;481,95;481,95;481,95
20230813;22;474,56;474,56;474,56
20230813;23;504,55;504,55;504,55
20230813;24;413,95;413,95;413,95
20230814;1;451,94;451,94;451,94
20230814;2;457,94;457,94;457,94
20230814;3;457,93;457,93;457,93
20230814;4;457,43;457,43;457,43
20230814;5;457,43;457,43;457,43
20230814;6;457,93;457,93;457,93
20230814;7;457,95;457,95;457,95
20230814;8;474,37;474,37;474,37
20230814;9;475,23;475,23;475,23
20230814;10;462,95;462,95;462,95
20230814;11;414,26;414,26;414,26
20230814;12;404,26;404,26;404,26
20230814;13;399,26;399,26;399,26
20230814;14;404,26;404,26;404,26
20230814;15;414,06;414,06;414,06
20230814;16;451,93;451,93;451,93
20230814;17;474,36;474,36;474,36
20230814;18;520,28;520,28;520,28
20230814;19;702,77;702,77;702,77
20230814;20;767,90;767,90;767,90
20230814;21;756,89;756,89;756,89
20230814;22;703,37;703,37;703,37
20230814;23;608,71;608,71;608,71
20230814;24;476,22;476,22;476,22
20230815;1;459,49;459,49;459,49
20230815;2;459,48;459,48;459,48
20230815;3;453,95;453,95;453,95
20230815;4;446,09;446,09;446,09
20230815;5;453,95;453,95;453,95
20230815;6;453,95;453,95;453,95
20230815;7;446,09;446,09;446,09
20230815;8;382,08;382,08;382,08
20230815;9;459,48;459,48;459,48
20230815;10;425,00;425,00;425,00
20230815;11;292,74;292,74;292,74
20230815;12;64,99;64,99;64,99
20230815;13;2,00;2,00;2,00
20230815;14;2,00;2,00;2,00
20230815;15;1,50;1,50;1,50
20230815;16;292,74;292,74;292,74
20230815;17;385,84;385,84;385,84
20230815;18;459,89;459,89;459,89
20230815;19;509,67;509,67;509,67
20230815;20;762,69;762,69;762,69
20230815;21;769,51;769,51;769,51
20230815;22;699,00;699,00;699,00
20230815;23;510,23;510,23;510,23
20230815;24;459,99;459,99;459,99
20230816;1;454,60;454,60;454,60
20230816;2;454,61;454,61;454,61
20230816;3;454,60;454,60;454,60
20230816;4;462,41;462,41;462,41
20230816;5;468,56;468,56;468,56
20230816;6;470,00;470,00;470,00
20230816;7;662,90;662,90;662,90
20230816;8;664,70;664,70;664,70
20230816;9;665,30;665,30;665,30
20230816;10;665,37;665,37;665,37
20230816;11;473,68;473,68;473,68
20230816;12;468,56;468,56;468,56
20230816;13;468,58;468,58;468,58
20230816;14;473,70;473,70;473,70
20230816;15;481,03;481,03;481,03
20230816;16;620,89;620,89;620,89
20230816;17;663,54;663,54;663,54
20230816;18;665,30;665,30;665,30
20230816;19;715,54;715,54;715,54
20230816;20;772,02;772,02;772,02
20230816;21;800,89;800,89;800,89
20230816;22;665,39;665,39;665,39
20230816;23;663,50;663,50;663,50
20230816;24;512,58;512,58;512,58
20230817;1;451,22;451,22;451,22
20230817;2;447,24;447,24;447,24
20230817;3;410,82;410,82;410,82
20230817;4;447,24;447,24;447,24
20230817;5;447,24;447,24;447,24
20230817;6;451,22;451,22;451,22
20230817;7;459,08;459,08;459,08
20230817;8;644,72;644,72;644,72
20230817;9;644,72;644,72;644,72
20230817;10;609,86;609,86;609,86
20230817;11;465,09;465,09;465,09
20230817;12;465,08;465,08;465,08
20230817;13;465,17;465,17;465,17
20230817;14;465,08;465,08;465,08
20230817;15;465,17;465,17;465,17
20230817;16;465,18;465,18;465,18
20230817;17;633,54;633,54;633,54
20230817;18;644,72;644,72;644,72
20230817;19;645,26;645,26;645,26
20230817;20;716,66;716,66;716,66
20230817;21;754,22;754,22;754,22
20230817;22;645,25;645,25;645,25
20230817;23;645,25;645,25;645,25
20230817;24;492,17;492,17;492,17
20230818;1;474,59;474,59;474,59
20230818;2;479,78;479,78;479,78
20230818;3;474,59;474,59;474,59
20230818;4;474,51;474,51;474,51
20230818;5;474,59;474,59;474,59
20230818;6;474,59;474,59;474,59
20230818;7;488,63;488,63;488,63
20230818;8;662,29;662,29;662,29
20230818;9;662,35;662,35;662,35
20230818;10;661,74;661,74;661,74
20230818;11;474,60;474,60;474,60
20230818;12;488,62;488,62;488,62
20230818;13;474,50;474,50;474,50
20230818;14;474,07;474,07;474,07
20230818;15;474,08;474,08;474,08
20230818;16;474,60;474,60;474,60
20230818;17;568,34;568,34;568,34
20230818;18;662,31;662,31;662,31
20230818;19;664,03;664,03;664,03
20230818;20;800,26;800,26;800,26
20230818;21;800,27;800,27;800,27
20230818;22;717,88;717,88;717,88
20230818;23;662,89;662,89;662,89
20230818;24;488,62;488,62;488,62
20230819;1;580,74;580,74;580,74
20230819;2;504,55;504,55;504,55
20230819;3;504,55;504,55;504,55
20230819;4;504,55;504,55;504,55
20230819;5;504,55;504,55;504,55
20230819;6;504,55;504,55;504,55
20230819;7;484,94;484,94;484,94
20230819;8;504,55;504,55;504,55
20230819;9;484,94;484,94;484,94
20230819;10;484,94;484,94;484,94
20230819;11;476,78;476,78;476,78
20230819;12;467,09;467,09;467,09
20230819;13;462,85;462,85;462,85
20230819;14;476,37;476,37;476,37
20230819;15;482,09;482,09;482,09
20230819;16;484,94;484,94;484,94
20230819;17;589,41;589,41;589,41
20230819;18;687,83;687,83;687,83
20230819;19;713,44;713,44;713,44
20230819;20;756,09;756,09;756,09
20230819;21;816,01;816,01;816,01
20230819;22;719,03;719,03;719,03
20230819;23;590,61;590,61;590,61
20230819;24;590,01;590,01;590,01
20230820;1;605,41;605,41;605,41
20230820;2;557,56;557,56;557,56
20230820;3;502,16;502,16;502,16
20230820;4;488,65;488,65;488,65
20230820;5;488,64;488,64;488,64
20230820;6;487,20;487,20;487,20
20230820;7;479,82;479,82;479,82
20230820;8;479,82;479,82;479,82
20230820;9;479,80;479,80;479,80
20230820;10;474,09;474,09;474,09
20230820;11;437,17;437,17;437,17
20230820;12;377,74;377,74;377,74
20230820;13;377,38;377,38;377,38
20230820;14;377,74;377,74;377,74
20230820;15;437,17;437,17;437,17
20230820;16;454,70;454,70;454,70
20230820;17;474,62;474,62;474,62
20230820;18;502,15;502,15;502,15
20230820;19;602,49;602,49;602,49
20230820;20;700,00;700,00;700,00
20230820;21;766,16;766,16;766,16
20230820;22;726,23;726,23;726,23
20230820;23;700,01;700,01;700,01
20230820;24;558,76;558,76;558,76
20230821;1;589,05;589,05;589,05
20230821;2;502,96;502,96;502,96
20230821;3;489,41;489,41;489,41
20230821;4;475,70;475,70;475,70
20230821;5;475,71;475,71;475,71
20230821;6;469,12;469,12;469,12
20230821;7;700,00;700,00;700,00
20230821;8;761,64;761,64;761,64
20230821;9;723,16;723,16;723,16
20230821;10;699,50;699,50;699,50
20230821;11;474,86;474,86;474,86
20230821;12;474,86;474,86;474,86
20230821;13;475,37;475,37;475,37
20230821;14;489,43;489,43;489,43
20230821;15;480,55;480,55;480,55
20230821;16;502,95;502,95;502,95
20230821;17;645,24;645,24;645,24
20230821;18;715,71;715,71;715,71
20230821;19;811,69;811,69;811,69
20230821;20;829,01;829,01;829,01
20230821;21;916,64;916,64;916,64
20230821;22;819,38;819,38;819,38
20230821;23;723,99;723,99;723,99
20230821;24;680,05;680,05;680,05
20230822;1;503,21;503,21;503,21
20230822;2;593,11;593,11;593,11
20230822;3;475,95;475,95;475,95
20230822;4;478,53;478,53;478,53
20230822;5;489,68;489,68;489,68
20230822;6;596,14;596,14;596,14
20230822;7;699,00;699,00;699,00
20230822;8;685,13;685,13;685,13
20230822;9;685,13;685,13;685,13
20230822;10;421,21;421,21;421,21
20230822;11;475,96;475,96;475,96
20230822;12;480,81;480,81;480,81
20230822;13;480,81;480,81;480,81
20230822;14;480,82;480,82;480,82
20230822;15;584,00;584,00;584,00
20230822;16;703,17;703,17;703,17
20230822;17;761,86;761,86;761,86
20230822;18;808,24;808,24;808,24
20230822;19;817,91;817,91;817,91
20230822;20;839,08;839,08;839,08
20230822;21;817,93;817,93;817,93
20230822;22;761,85;761,85;761,85
20230822;23;505,27;505,27;505,27
20230822;24;539,96;539,96;539,96
20230823;1;472,93;472,93;472,93
20230823;2;540,63;540,63;540,63
20230823;3;576,26;576,26;576,26
20230823;4;540,63;540,63;540,63
20230823;5;518,86;518,86;518,86
20230823;6;472,93;472,93;472,93
20230823;7;664,26;664,26;664,26
20230823;8;724,43;724,43;724,43
20230823;9;700,00;700,00;700,00
20230823;10;609,49;609,49;609,49
20230823;11;472,92;472,92;472,92
20230823;12;458,93;458,93;458,93
20230823;13;500,47;500,47;500,47
20230823;14;487,00;487,00;487,00
20230823;15;458,93;458,93;458,93
20230823;16;457,61;457,61;457,61
20230823;17;664,26;664,26;664,26
20230823;18;708,27;708,27;708,27
20230823;19;904,61;904,61;904,61
20230823;20;901,31;901,31;901,31
20230823;21;832,30;832,30;832,30
20230823;22;818,33;818,33;818,33
20230823;23;778,02;778,02;778,02
20230823;24;712,04;712,04;712,04
20230824;1;700,92;700,92;700,92
20230824;2;698,00;698,00;698,00
20230824;3;633,64;633,64;633,64
20230824;4;609,98;609,98;609,98
20230824;5;668,31;668,31;668,31
20230824;6;700,00;700,00;700,00
20230824;7;772,24;772,24;772,24
20230824;8;733,52;733,52;733,52
20230824;9;699,00;699,00;699,00
20230824;10;699,00;699,00;699,00
20230824;11;681,22;681,22;681,22
20230824;12;429,20;429,20;429,20
20230824;13;427,08;427,08;427,08
20230824;14;447,27;447,27;447,27
20230824;15;437,47;437,47;437,47
20230824;16;536,20;536,20;536,20
20230824;17;685,92;685,92;685,92
20230824;18;778,41;778,41;778,41
20230824;19;953,19;953,19;953,19
20230824;20;898,99;898,99;898,99
20230824;21;890,83;890,83;890,83
20230824;22;920,00;920,00;920,00
20230824;23;795,72;795,72;795,72
20230824;24;719,52;719,52;719,52
20230825;1;491,89;491,89;491,89
20230825;2;455,02;455,02;455,02
20230825;3;455,03;455,03;455,03
20230825;4;455,03;455,03;455,03
20230825;5;469,03;469,03;469,03
20230825;6;469,01;469,01;469,01
20230825;7;699,00;699,00;699,00
20230825;8;761,55;761,55;761,55
20230825;9;791,79;791,79;791,79
20230825;10;800,83;800,83;800,83
20230825;11;804,43;804,43;804,43
20230825;12;761,56;761,56;761,56
20230825;13;634,17;634,17;634,17
20230825;14;603,57;603,57;603,57
20230825;15;390,53;390,53;390,53
20230825;16;491,89;491,89;491,89
20230825;17;772,09;772,09;772,09
20230825;18;817,60;817,60;817,60
20230825;19;907,34;907,34;907,34
20230825;20;908,54;908,54;908,54
20230825;21;851,71;851,71;851,71
20230825;22;791,79;791,79;791,79
20230825;23;647,27;647,27;647,27
20230825;24;699,00;699,00;699,00
20230826;1;755,58;755,58;755,58
20230826;2;541,00;541,00;541,00
20230826;3;470,46;470,46;470,46
20230826;4;536,56;536,56;536,56
20230826;5;476,18;476,18;476,18
20230826;6;490,80;490,80;490,80
20230826;7;474,22;474,22;474,22
20230826;8;470,47;470,47;470,47
20230826;9;462,53;462,53;462,53
20230826;10;444,87;444,87;444,87
20230826;11;444,89;444,89;444,89
20230826;12;455,14;455,14;455,14
20230826;13;437,73;437,73;437,73
20230826;14;470,46;470,46;470,46
20230826;15;476,62;476,62;476,62
20230826;16;481,91;481,91;481,91
20230826;17;646,62;646,62;646,62
20230826;18;762,71;762,71;762,71
20230826;19;763,49;763,49;763,49
20230826;20;777,16;777,16;777,16
20230826;21;762,72;762,72;762,72
20230826;22;746,90;746,90;746,90
20230826;23;476,19;476,19;476,19
20230826;24;430,73;430,73;430,73
20230827;1;457,06;457,06;457,06
20230827;2;413,28;413,28;413,28
20230827;3;466,85;466,85;466,85
20230827;4;466,86;466,86;466,86
20230827;5;466,86;466,86;466,86
20230827;6;466,87;466,87;466,87
20230827;7;466,87;466,87;466,87
20230827;8;472,54;472,54;472,54
20230827;9;459,00;459,00;459,00
20230827;10;372,50;372,50;372,50
20230827;11;466,85;466,85;466,85
20230827;12;472,55;472,55;472,55
20230827;13;473,07;473,07;473,07
20230827;14;473,07;473,07;473,07
20230827;15;487,04;487,04;487,04
20230827;16;487,06;487,06;487,06
20230827;17;536,18;536,18;536,18
20230827;18;640,55;640,55;640,55
20230827;19;641,17;641,17;641,17
20230827;20;751,06;751,06;751,06
20230827;21;783,85;783,85;783,85
20230827;22;640,55;640,55;640,55
20230827;23;639,95;639,95;639,95
20230827;24;412,17;412,17;412,17
20230828;1;221,76;221,76;221,76
20230828;2;305,79;305,79;305,79
20230828;3;405,22;405,22;405,22
20230828;4;419,92;419,92;419,92
20230828;5;492,75;492,75;492,75
20230828;6;492,75;492,75;492,75
20230828;7;391,87;391,87;391,87
20230828;8;695,75;695,75;695,75
20230828;9;699,00;699,00;699,00
20230828;10;700,00;700,00;700,00
20230828;11;699,00;699,00;699,00
20230828;12;704,62;704,62;704,62
20230828;13;701,30;701,30;701,30
20230828;14;746,54;746,54;746,54
20230828;15;700,00;700,00;700,00
20230828;16;746,54;746,54;746,54
20230828;17;792,85;792,85;792,85
20230828;18;806,48;806,48;806,48
20230828;19;792,86;792,86;792,86
20230828;20;912,65;912,65;912,65
20230828;21;894,47;894,47;894,47
20230828;22;720,68;720,68;720,68
20230828;23;387,54;387,54;387,54
20230828;24;284,43;284,43;284,43
20230829;1;364,71;364,71;364,71
20230829;2;482,27;482,27;482,27
20230829;3;425,80;425,80;425,80
20230829;4;429,96;429,96;429,96
20230829;5;482,27;482,27;482,27
20230829;6;425,80;425,80;425,80
20230829;7;396,67;396,67;396,67
20230829;8;751,46;751,46;751,46
20230829;9;791,00;791,00;791,00
20230829;10;803,79;803,79;803,79
20230829;11;806,77;806,77;806,77
20230829;12;790,21;790,21;790,21
20230829;13;781,38;781,38;781,38
20230829;14;774,32;774,32;774,32
20230829;15;790,21;790,21;790,21
20230829;16;790,20;790,20;790,20
20230829;17;790,22;790,22;790,22
20230829;18;791,00;791,00;791,00
20230829;19;806,77;806,77;806,77
20230829;20;806,77;806,77;806,77
20230829;21;806,77;806,77;806,77
20230829;22;758,29;758,29;758,29
20230829;23;676,34;676,34;676,34
20230829;24;505,59;505,59;505,59
20230830;1;623,92;623,92;623,92
20230830;2;601,79;601,79;601,79
20230830;3;600,79;600,79;600,79
20230830;4;551,93;551,93;551,93
20230830;5;549,08;549,08;549,08
20230830;6;564,83;564,83;564,83
20230830;7;602,79;602,79;602,79
20230830;8;735,62;735,62;735,62
20230830;9;789,68;789,68;789,68
20230830;10;789,68;789,68;789,68
20230830;11;776,60;776,60;776,60
20230830;12;791,83;791,83;791,83
20230830;13;791,83;791,83;791,83
20230830;14;789,69;789,69;789,69
20230830;15;789,68;789,68;789,68
20230830;16;768,93;768,93;768,93
20230830;17;789,69;789,69;789,69
20230830;18;789,68;789,68;789,68
20230830;19;789,68;789,68;789,68
20230830;20;791,83;791,83;791,83
20230830;21;789,70;789,70;789,70
20230830;22;700,00;700,00;700,00
20230830;23;610,44;610,44;610,44
20230830;24;551,93;551,93;551,93
20230831;1;467,77;467,77;467,77
20230831;2;457,79;457,79;457,79
20230831;3;429,16;429,16;429,16
20230831;4;467,77;467,77;467,77
20230831;5;407,34;407,34;407,34
20230831;6;467,77;467,77;467,77
20230831;7;456,99;456,99;456,99
20230831;8;700,00;700,00;700,00
20230831;9;745,27;745,27;745,27
20230831;10;689,87;689,87;689,87
20230831;11;456,99;456,99;456,99
20230831;12;291,32;291,32;291,32
20230831;13;386,20;386,20;386,20
20230831;14;365,45;365,45;365,45
20230831;15;310,95;310,95;310,95
20230831;16;218,74;218,74;218,74
20230831;17;279,45;279,45;279,45
20230831;18;551,80;551,80;551,80
20230831;19;531,99;531,99;531,99
20230831;20;579,64;579,64;579,64
20230831;21;580,23;580,23;580,23
20230831;22;310,95;310,95;310,95
20230831;23;1,20;1,20;1,20
20230831;24;1,10;1,10;1,10
