Data;Godzina;COR;CRO;CROs;CROz
20170901;1;-;154,13;154,13;154,13
20170901;2;-;154,13;154,13;154,13
20170901;3;-;154,38;154,38;154,38
20170901;4;-;154,63;154,63;154,63
20170901;5;-;154,83;154,83;154,83
20170901;6;-;154,50;154,50;154,50
20170901;7;-;159,04;159,04;159,04
20170901;8;41,79;1170,06;1170,06;1170,06
20170901;9;41,79;350,03;350,03;350,03
20170901;10;41,79;350,00;350,00;350,00
20170901;11;41,79;999,98;999,98;999,98
20170901;12;41,79;1300,00;1300,00;1300,00
20170901;13;41,79;1300,00;1300,00;1300,00
20170901;14;41,79;350,03;350,03;350,03
20170901;15;41,79;999,99;999,99;999,99
20170901;16;41,79;350,00;350,00;350,00
20170901;17;41,79;289,27;289,27;289,27
20170901;18;41,79;224,44;224,44;224,44
20170901;19;41,79;233,17;233,17;233,17
20170901;20;41,79;350,00;350,00;350,00
20170901;21;41,79;350,00;350,00;350,00
20170901;22;41,79;219,93;219,93;219,93
20170901;23;-;157,26;157,26;157,26
20170901;24;-;137,40;137,40;137,40
20170902;1;-;167,60;167,60;167,60
20170902;2;-;154,38;154,38;154,38
20170902;3;-;123,44;123,44;123,44
20170902;4;-;120,39;120,39;120,39
20170902;5;-;120,91;120,91;120,91
20170902;6;-;120,39;120,39;120,39
20170902;7;-;120,91;120,91;120,91
20170902;8;-;115,91;115,91;115,91
20170902;9;-;122,44;122,44;122,44
20170902;10;-;122,44;122,44;122,44
20170902;11;-;124,44;124,44;124,44
20170902;12;-;125,00;125,00;125,00
20170902;13;-;122,44;122,44;122,44
20170902;14;-;121,70;121,70;121,70
20170902;15;-;120,39;120,39;120,39
20170902;16;-;121,70;121,70;121,70
20170902;17;-;122,44;122,44;122,44
20170902;18;-;125,00;125,00;125,00
20170902;19;-;161,94;161,94;161,94
20170902;20;-;194,91;194,91;194,91
20170902;21;-;194,88;194,88;194,88
20170902;22;-;162,05;162,05;162,05
20170902;23;-;167,53;167,53;167,53
20170902;24;-;155,00;155,00;155,00
20170903;1;-;124,80;124,80;124,80
20170903;2;-;122,44;122,44;122,44
20170903;3;-;119,91;119,91;119,91
20170903;4;-;105,91;105,91;105,91
20170903;5;-;104,45;104,45;104,45
20170903;6;-;105,92;105,92;105,92
20170903;7;-;115,91;115,91;115,91
20170903;8;-;122,44;122,44;122,44
20170903;9;-;125,00;125,00;125,00
20170903;10;-;125,00;125,00;125,00
20170903;11;-;125,00;125,00;125,00
20170903;12;-;155,91;155,91;155,91
20170903;13;-;140,91;140,91;140,91
20170903;14;-;125,00;125,00;125,00
20170903;15;-;125,00;125,00;125,00
20170903;16;-;125,00;125,00;125,00
20170903;17;-;140,91;140,91;140,91
20170903;18;-;125,00;125,00;125,00
20170903;19;-;156,39;156,39;156,39
20170903;20;-;189,63;189,63;189,63
20170903;21;-;189,66;189,66;189,66
20170903;22;-;125,00;125,00;125,00
20170903;23;-;154,70;154,70;154,70
20170903;24;-;134,72;134,72;134,72
20170904;1;-;155,00;155,00;155,00
20170904;2;-;154,51;154,51;154,51
20170904;3;-;155,00;155,00;155,00
20170904;4;-;155,00;155,00;155,00
20170904;5;-;154,85;154,85;154,85
20170904;6;-;149,73;149,73;149,73
20170904;7;-;155,00;155,00;155,00
20170904;8;38,33;130,39;130,39;130,39
20170904;9;41,79;221,16;221,16;221,16
20170904;10;41,79;221,16;221,16;221,16
20170904;11;41,79;129,10;129,10;129,10
20170904;12;41,79;129,10;129,10;129,10
20170904;13;41,79;130,39;130,39;130,39
20170904;14;41,79;130,39;130,39;130,39
20170904;15;40,00;130,39;130,39;130,39
20170904;16;35,69;129,10;129,10;129,10
20170904;17;36,39;130,39;130,39;130,39
20170904;18;40,24;181,78;181,78;181,78
20170904;19;40,51;270,00;270,00;270,00
20170904;20;41,79;350,00;350,00;350,00
20170904;21;41,79;235,96;235,96;235,96
20170904;22;39,44;186,00;186,00;186,00
20170904;23;-;126,29;126,29;126,29
