Data;Godzina;COR;CRO;CROs;CROz
20170701;1;-;153,53;153,53;153,53
20170701;2;-;140,43;140,43;140,43
20170701;3;-;127,00;127,00;127,00
20170701;4;-;119,44;119,44;119,44
20170701;5;-;117,44;117,44;117,44
20170701;6;-;117,44;117,44;117,44
20170701;7;-;111,83;111,83;111,83
20170701;8;-;124,00;124,00;124,00
20170701;9;-;150,39;150,39;150,39
20170701;10;-;155,23;155,23;155,23
20170701;11;-;153,91;153,91;153,91
20170701;12;-;125,00;125,00;125,00
20170701;13;-;121,70;121,70;121,70
20170701;14;-;119,44;119,44;119,44
20170701;15;-;119,44;119,44;119,44
20170701;16;-;124,00;124,00;124,00
20170701;17;-;125,00;125,00;125,00
20170701;18;-;124,00;124,00;124,00
20170701;19;-;119,44;119,44;119,44
20170701;20;-;119,44;119,44;119,44
20170701;21;-;119,44;119,44;119,44
20170701;22;-;117,44;117,44;117,44
20170701;23;-;117,44;117,44;117,44
20170701;24;-;103,64;103,64;103,64
20170702;1;-;104,00;104,00;104,00
20170702;2;-;104,13;104,13;104,13
20170702;3;-;104,00;104,00;104,00
20170702;4;-;90,91;90,91;90,91
20170702;5;-;75,50;75,50;75,50
20170702;6;-;75,58;75,58;75,58
20170702;7;-;100,91;100,91;100,91
20170702;8;-;75,58;75,58;75,58
20170702;9;-;75,00;75,00;75,00
20170702;10;-;75,00;75,00;75,00
20170702;11;-;75,16;75,16;75,16
20170702;12;-;75,66;75,66;75,66
20170702;13;-;90,91;90,91;90,91
20170702;14;-;75,66;75,66;75,66
20170702;15;-;90,91;90,91;90,91
20170702;16;-;90,91;90,91;90,91
20170702;17;-;75,00;75,00;75,00
20170702;18;-;75,00;75,00;75,00
20170702;19;-;90,91;90,91;90,91
20170702;20;-;90,91;90,91;90,91
20170702;21;-;119,44;119,44;119,44
20170702;22;-;109,00;109,00;109,00
20170702;23;-;134,90;134,90;134,90
20170702;24;-;128,58;128,58;128,58
20170703;1;-;120,00;120,00;120,00
20170703;2;-;105,46;105,46;105,46
20170703;3;-;104,12;104,12;104,12
20170703;4;-;100,95;100,95;100,95
20170703;5;-;100,91;100,91;100,91
20170703;6;-;109,00;109,00;109,00
20170703;7;-;125,00;125,00;125,00
20170703;8;28,70;124,00;124,00;124,00
20170703;9;36,17;124,00;124,00;124,00
20170703;10;37,10;124,00;124,00;124,00
20170703;11;36,65;120,00;120,00;120,00
20170703;12;38,21;115,00;115,00;115,00
20170703;13;38,63;115,00;115,00;115,00
20170703;14;39,62;116,00;116,00;116,00
20170703;15;36,65;115,00;115,00;115,00
20170703;16;34,51;120,00;120,00;120,00
20170703;17;32,55;115,00;115,00;115,00
20170703;18;32,61;118,30;118,30;118,30
20170703;19;32,67;124,00;124,00;124,00
20170703;20;35,32;125,00;125,00;125,00
20170703;21;37,72;178,64;178,64;178,64
20170703;22;34,57;125,00;125,00;125,00
20170703;23;-;141,70;141,70;141,70
20170703;24;-;124,50;124,50;124,50
20170704;1;-;109,00;109,00;109,00
20170704;2;-;98,14;98,14;98,14
20170704;3;-;98,06;98,06;98,06
20170704;4;-;98,27;98,27;98,27
20170704;5;-;132,64;132,64;132,64
20170704;6;-;151,39;151,39;151,39
20170704;7;-;156,39;156,39;156,39
20170704;8;32,68;190,50;190,50;190,50
20170704;9;41,79;199,39;199,39;199,39
20170704;10;35,87;190,84;190,84;190,84
20170704;11;31,63;134,01;134,01;134,01
20170704;12;33,28;134,09;134,09;134,09
20170704;13;32,01;134,09;134,09;134,09
20170704;14;32,30;127,42;127,42;127,42
20170704;15;30,41;127,36;127,36;127,36
20170704;16;29,85;123,00;123,00;123,00
20170704;17;28,30;121,89;121,89;121,89
20170704;18;32,93;127,28;127,28;127,28
20170704;19;32,27;126,00;126,00;126,00
20170704;20;39,60;127,42;127,42;127,42
20170704;21;37,30;127,50;127,50;127,50
20170704;22;35,28;134,08;134,08;134,08
20170704;23;-;134,16;134,16;134,16
20170704;24;-;151,99;151,99;151,99
20170705;1;-;127,48;127,48;127,48
20170705;2;-;122,04;122,04;122,04
20170705;3;-;138,50;138,50;138,50
20170705;4;-;121,06;121,06;121,06
20170705;5;-;120,98;120,98;120,98
20170705;6;-;121,14;121,14;121,14
20170705;7;-;134,19;134,19;134,19
20170705;8;41,79;134,11;134,11;134,11
20170705;9;41,79;134,25;134,25;134,25
20170705;10;41,79;134,26;134,26;134,26
20170705;11;41,79;192,00;192,00;192,00
20170705;12;41,79;219,90;219,90;219,90
20170705;13;41,79;134,24;134,24;134,24
20170705;14;41,79;134,24;134,24;134,24
20170705;15;41,79;129,39;129,39;129,39
20170705;16;41,79;200,99;200,99;200,99
20170705;17;37,54;190,72;190,72;190,72
20170705;18;37,83;191,00;191,00;191,00
