Data;Godzina;COR;CRO;CROs;CROz
20171201;1;-;176,36;176,36;176,36
20171201;2;-;177,92;177,92;177,92
20171201;3;-;177,64;177,64;177,64
20171201;4;-;177,64;177,64;177,64
20171201;5;-;177,64;177,64;177,64
20171201;6;-;180,00;180,00;180,00
20171201;7;-;182,80;182,80;182,80
20171201;8;41,79;234,35;234,35;234,35
20171201;9;41,79;221,16;221,16;221,16
20171201;10;41,79;234,35;234,35;234,35
20171201;11;41,79;221,16;221,16;221,16
20171201;12;41,79;221,16;221,16;221,16
20171201;13;41,79;250,00;250,00;250,00
20171201;14;41,79;250,00;250,00;250,00
20171201;15;41,79;269,00;269,00;269,00
20171201;16;41,79;300,00;300,00;300,00
20171201;17;41,79;855,00;855,00;855,00
20171201;18;41,79;400,00;400,00;400,00
20171201;19;41,79;300,00;300,00;300,00
20171201;20;41,79;250,00;250,00;250,00
20171201;21;41,79;250,00;250,00;250,00
20171201;22;41,79;234,35;234,35;234,35
20171201;23;-;194,02;194,02;194,02
20171201;24;-;194,02;194,02;194,02
20171202;1;-;180,00;180,00;180,00
20171202;2;-;177,35;177,35;177,35
20171202;3;-;177,35;177,35;177,35
20171202;4;-;177,74;177,74;177,74
20171202;5;-;177,35;177,35;177,35
20171202;6;-;178,49;178,49;178,49
20171202;7;-;165,39;165,39;165,39
20171202;8;-;221,16;221,16;221,16
20171202;9;-;221,16;221,16;221,16
20171202;10;-;250,00;250,00;250,00
20171202;11;-;250,00;250,00;250,00
20171202;12;-;256,56;256,56;256,56
20171202;13;-;250,00;250,00;250,00
20171202;14;-;256,78;256,78;256,78
20171202;15;-;250,50;250,50;250,50
20171202;16;-;220,00;220,00;220,00
20171202;17;-;221,16;221,16;221,16
20171202;18;-;221,16;221,16;221,16
20171202;19;-;220,00;220,00;220,00
20171202;20;-;220,00;220,00;220,00
20171202;21;-;194,89;194,89;194,89
20171202;22;-;178,31;178,31;178,31
20171202;23;-;177,74;177,74;177,74
20171202;24;-;176,99;176,99;176,99
20171203;1;-;176,36;176,36;176,36
20171203;2;-;173,75;173,75;173,75
20171203;3;-;165,91;165,91;165,91
20171203;4;-;162,00;162,00;162,00
20171203;5;-;134,89;134,89;134,89
20171203;6;-;100,91;100,91;100,91
20171203;7;-;115,00;115,00;115,00
20171203;8;-;115,00;115,00;115,00
20171203;9;-;115,00;115,00;115,00
20171203;10;-;134,89;134,89;134,89
20171203;11;-;132,89;132,89;132,89
20171203;12;-;135,89;135,89;135,89
20171203;13;-;135,89;135,89;135,89
20171203;14;-;129,44;129,44;129,44
20171203;15;-;132,89;132,89;132,89
20171203;16;-;134,89;134,89;134,89
20171203;17;-;179,00;179,00;179,00
20171203;18;-;182,40;182,40;182,40
