Data;Godzina;COR;CRO;CROs;CROz
20170501;1;-;72,10;72,10;72,10
20170501;2;-;72,10;72,10;72,10
20170501;3;-;72,10;72,10;72,10
20170501;4;-;72,00;72,00;72,00
20170501;5;-;71,12;71,12;71,12
20170501;6;-;70,03;70,03;70,03
20170501;7;-;71,03;71,03;71,03
20170501;8;-;72,20;72,20;72,20
20170501;9;-;99,91;99,91;99,91
20170501;10;-;105,01;105,01;105,01
20170501;11;-;99,91;99,91;99,91
20170501;12;-;95,00;95,00;95,00
20170501;13;-;95,00;95,00;95,00
20170501;14;-;90,91;90,91;90,91
20170501;15;-;90,91;90,91;90,91
20170501;16;-;72,20;72,20;72,20
20170501;17;-;72,20;72,20;72,20
20170501;18;-;72,20;72,20;72,20
20170501;19;-;90,91;90,91;90,91
20170501;20;-;105,01;105,01;105,01
20170501;21;-;106,01;106,01;106,01
20170501;22;-;105,01;105,01;105,01
20170501;23;-;90,91;90,91;90,91
20170501;24;-;90,91;90,91;90,91
20170502;1;-;72,20;72,20;72,20
20170502;2;-;90,91;90,91;90,91
20170502;3;-;90,91;90,91;90,91
20170502;4;-;90,91;90,91;90,91
20170502;5;-;72,20;72,20;72,20
20170502;6;-;105,01;105,01;105,01
20170502;7;-;119,50;119,50;119,50
20170502;8;20,14;186,50;186,50;186,50
20170502;9;22,49;190,01;190,01;190,01
20170502;10;22,71;106,00;106,00;106,00
20170502;11;21,70;72,20;72,20;72,20
20170502;12;21,29;72,20;72,20;72,20
20170502;13;20,65;72,20;72,20;72,20
20170502;14;20,35;72,20;72,20;72,20
20170502;15;19,49;72,20;72,20;72,20
20170502;16;19,05;72,20;72,20;72,20
20170502;17;18,40;106,00;106,00;106,00
20170502;18;19,82;118,00;118,00;118,00
20170502;19;20,52;106,00;106,00;106,00
20170502;20;20,71;148,29;148,29;148,29
20170502;21;21,91;190,38;190,38;190,38
20170502;22;21,67;194,20;194,20;194,20
20170502;23;-;170,91;170,91;170,91
20170502;24;-;156,74;156,74;156,74
20170503;1;-;146,78;146,78;146,78
20170503;2;-;148,39;148,39;148,39
20170503;3;-;148,89;148,89;148,89
20170503;4;-;150,58;150,58;150,58
20170503;5;-;155,30;155,30;155,30
20170503;6;-;150,12;150,12;150,12
20170503;7;-;152,40;152,40;152,40
20170503;8;-;164,00;164,00;164,00
