date,Brent_USD
02/23/2016,31.9
02/22/2016,33.59
02/19/2016,31.66
02/18/2016,33.2
02/17/2016,33.21
02/16/2016,31.09
02/12/2016,31.8
02/11/2016,28.82
02/10/2016,29.64
02/9/2016,30.15
02/8/2016,31.64
02/5/2016,32.35
02/4/2016,32.76
02/3/2016,32.38
02/2/2016,30.98
02/1/2016,32.45
01/29/2016,33.14
01/28/2016,33.01
01/27/2016,31.83
01/26/2016,30.94
01/25/2016,29.82
01/22/2016,30.46
01/21/2016,27.59
01/20/2016,26.01
01/19/2016,27.36
01/18/2016,27.36
01/15/2016,28.8
01/14/2016,28.84
01/13/2016,28.58
01/12/2016,29.14
01/11/2016,30.14
01/8/2016,31.67
01/7/2016,33.57
01/6/2016,33.89
01/5/2016,35.56
01/4/2016,36.28
12/31/2015,36.61
