date,fixing_i_price,fixing_i_volume,fixing_ii_price,fixing_ii_volume
01.01.2016 00:00,108.27,2565.10,108.55,89.10
01.01.2016 01:00,94.74,2869.70,95.00,80.60
01.01.2016 02:00,85.05,3059.80,82.90,135.30
01.01.2016 03:00,79.35,3116.20,81.57,104.80
01.01.2016 04:00,75.17,3169.90,82.46,327.40
01.01.2016 05:00,79.50,3035.50,81.57,113.00
01.01.2016 06:00,82.96,2767.20,86.15,122.30
01.01.2016 07:00,98.12,2726.40,122.24,100.00
01.01.2016 08:00,105.43,2483.50,130.22,100.00
01.01.2016 09:00,120.09,1976.50,145.17,300.00
01.01.2016 10:00,134.99,1959.50,146.82,410.10
01.01.2016 11:00,137.05,1920.50,145.83,600.00
01.01.2016 12:00,138.50,1935.40,144.76,600.00
01.01.2016 13:00,142.25,2025.00,147.89,600.00
01.01.2016 14:00,141.28,1988.80,144.46,600.00
01.01.2016 15:00,142.24,2027.60,142.31,600.00
01.01.2016 16:00,147.92,2285.20,154.42,600.00
01.01.2016 17:00,145.02,2321.80,145.23,600.00
01.01.2016 18:00,145.63,2151.20,145.66,600.00
01.01.2016 19:00,145.02,2143.90,145.23,600.00
01.01.2016 20:00,142.28,2177.30,147.29,600.00
01.01.2016 21:00,134.39,2164.70,129.13,600.00
01.01.2016 22:00,119.72,2253.20,125.36,458.10
01.01.2016 23:00,105.68,2733.00,115.15,266.10
02.01.2016 00:00,94.74,2869.70,95.00,80.60
02.01.2016 01:00,85.05,3059.80,82.90,135.30
02.01.2016 02:00,79.35,3116.20,81.57,104.80
02.01.2016 03:00,75.17,3169.90,82.46,327.40
02.01.2016 04:00,79.50,3035.50,81.57,113.00
02.01.2016 05:00,82.96,2767.20,86.15,122.30
02.01.2016 06:00,98.12,2726.40,122.24,100.00
02.01.2016 07:00,105.43,2483.50,130.22,100.00
02.01.2016 08:00,120.09,1976.50,145.17,300.00
02.01.2016 09:00,134.99,1959.50,146.82,410.10
02.01.2016 10:00,137.05,1920.50,145.83,600.00
02.01.2016 11:00,138.50,1935.40,144.76,600.00
02.01.2016 12:00,142.25,2025.00,147.89,600.00
02.01.2016 13:00,141.28,1988.80,144.46,600.00
02.01.2016 14:00,142.24,2027.60,142.31,600.00
02.01.2016 15:00,147.92,2285.20,154.42,600.00
02.01.2016 16:00,145.02,2321.80,145.23,600.00
02.01.2016 17:00,145.63,2151.20,145.66,600.00
02.01.2016 18:00,145.02,2143.90,145.23,600.00
02.01.2016 19:00,142.28,2177.30,147.29,600.00
02.01.2016 20:00,134.39,2164.70,129.13,600.00
02.01.2016 21:00,119.72,2253.20,125.36,458.10
02.01.2016 22:00,105.68,2733.00,115.15,266.10
02.01.2016 23:00,106.60,2373.80,107.51,154.90
03.01.2016 00:00,81.96,2671.40,82.41,172.60
03.01.2016 01:00,76.44,2900.50,79.15,256.40
03.01.2016 02:00,75.32,2917.70,82.41,364.20
03.01.2016 03:00,76.04,2869.20,81.61,297.00
03.01.2016 04:00,79.79,2686.00,82.63,282.00
03.01.2016 05:00,83.00,2529.10,92.39,100.00
03.01.2016 06:00,106.07,2240.40,112.48,100.00
03.01.2016 07:00,109.99,1827.00,119.82,100.00
03.01.2016 08:00,120.01,1675.30,121.11,220.00
03.01.2016 09:00,142.25,1531.80,144.42,502.40
03.01.2016 10:00,142.47,1655.40,137.59,620.10
03.01.2016 11:00,142.82,1678.00,138.71,620.10
03.01.2016 12:00,142.93,1626.20,136.47,620.10
03.01.2016 13:00,142.81,1665.10,136.39,620.10
03.01.2016 14:00,142.49,1652.80,138.75,630.10
03.01.2016 15:00,152.08,1803.00,145.28,620.10
03.01.2016 16:00,154.33,1844.60,156.52,632.50
03.01.2016 17:00,154.33,1882.00,156.52,632.50
03.01.2016 18:00,154.35,1927.50,156.52,632.50
03.01.2016 19:00,149.97,1838.70,152.36,637.70
03.01.2016 20:00,142.47,1980.50,144.89,644.60
03.01.2016 21:00,136.86,1739.20,136.90,446.60
03.01.2016 22:00,114.68,1745.30,111.88,262.60
03.01.2016 23:00,108.03,2693.70,128.95,164.90
04.01.2016 00:00,93.08,3014.90,120.12,215.00
04.01.2016 01:00,82.98,3200.50,104.41,215.10
04.01.2016 02:00,82.95,3169.10,99.99,215.10
04.01.2016 03:00,85.60,3113.00,114.77,215.00
04.01.2016 04:00,108.36,2705.40,134.94,200.00
04.01.2016 05:00,132.94,2196.50,130.76,229.30
04.01.2016 06:00,142.84,1991.20,137.38,462.00
04.01.2016 07:00,142.94,1762.40,136.90,653.40
04.01.2016 08:00,147.79,1596.30,136.99,680.70
04.01.2016 09:00,152.38,1530.00,136.77,629.10
04.01.2016 10:00,164.73,1444.20,137.59,627.00
04.01.2016 11:00,168.93,1445.10,137.76,627.30
04.01.2016 12:00,171.11,1410.20,137.72,627.30
04.01.2016 13:00,169.19,1409.60,137.72,627.30
04.01.2016 14:00,167.04,1344.70,137.20,624.30
04.01.2016 15:00,196.14,1702.00,155.11,705.90
04.01.2016 16:00,200.28,1707.50,155.32,770.00
04.01.2016 17:00,192.16,1592.60,152.79,716.30
04.01.2016 18:00,184.02,1558.00,154.16,776.80
04.01.2016 19:00,172.52,1368.40,151.37,660.00
04.01.2016 20:00,143.60,1262.90,136.99,633.00
04.01.2016 21:00,142.85,2640.50,143.04,493.60
04.01.2016 22:00,132.65,2115.40,132.87,385.00
04.01.2016 23:00,127.97,1815.30,130.35,174.40
05.01.2016 00:00,119.66,1681.10,124.56,216.30
05.01.2016 01:00,114.42,1654.60,128.81,180.60
05.01.2016 02:00,115.02,1648.30,128.85,172.10
05.01.2016 03:00,120.00,1726.40,134.72,271.60
05.01.2016 04:00,132.96,2206.90,144.15,325.40
05.01.2016 05:00,154.22,2302.60,147.10,347.60
05.01.2016 06:00,181.95,1594.90,177.16,400.00
05.01.2016 07:00,190.55,1818.80,182.85,600.00
05.01.2016 08:00,193.10,2000.70,187.81,684.40
05.01.2016 09:00,193.00,2080.30,187.81,686.20
05.01.2016 10:00,199.48,2208.10,189.75,812.80
05.01.2016 11:00,200.09,2224.10,190.96,813.80
05.01.2016 12:00,205.46,2284.10,199.19,811.10
05.01.2016 13:00,199.47,2134.90,192.08,811.00
05.01.2016 14:00,199.63,2138.50,189.58,811.00
05.01.2016 15:00,223.31,2563.00,207.00,833.90
05.01.2016 16:00,224.59,2543.20,206.83,831.10
05.01.2016 17:00,218.33,2559.60,198.55,826.00
05.01.2016 18:00,214.62,2537.40,199.41,811.00
05.01.2016 19:00,194.90,2355.50,187.68,644.80
05.01.2016 20:00,180.76,1616.70,178.28,600.00
05.01.2016 21:00,155.05,2901.00,154.04,699.10
05.01.2016 22:00,138.50,2513.60,143.43,361.90
05.01.2016 23:00,142.83,1889.70,143.65,285.70
06.01.2016 00:00,140.53,2011.50,135.77,279.30
06.01.2016 01:00,136.09,2018.50,130.00,265.00
06.01.2016 02:00,135.51,1996.80,129.52,256.10
06.01.2016 03:00,134.98,2017.40,135.73,328.10
06.01.2016 04:00,134.03,1992.50,135.34,335.30
06.01.2016 05:00,129.15,1959.00,129.83,170.70
06.01.2016 06:00,141.85,1926.50,142.92,214.80
06.01.2016 07:00,142.88,1812.70,143.78,233.60
06.01.2016 08:00,155.16,1735.40,155.53,391.20
06.01.2016 09:00,156.15,2058.00,162.59,481.20
06.01.2016 10:00,156.58,2144.60,164.46,556.20
06.01.2016 11:00,156.97,2214.20,161.94,578.70
06.01.2016 12:00,157.49,2071.10,158.65,612.70
06.01.2016 13:00,155.75,1782.20,155.40,653.40
06.01.2016 14:00,155.12,1834.70,156.18,652.20
06.01.2016 15:00,171.24,2390.70,178.89,674.80
06.01.2016 16:00,180.04,2801.70,194.79,573.80
06.01.2016 17:00,181.03,2912.50,201.33,521.30
06.01.2016 18:00,180.02,2850.90,185.86,673.80
06.01.2016 19:00,174.99,2584.20,180.84,671.20
06.01.2016 20:00,156.40,2084.80,161.77,631.20
06.01.2016 21:00,153.38,1875.20,149.77,452.10
06.01.2016 22:00,142.87,1784.80,139.02,402.40
06.01.2016 23:00,134.77,2157.20,148.24,228.60
07.01.2016 00:00,134.26,2076.50,144.69,236.70
07.01.2016 01:00,132.98,2200.80,139.84,199.50
07.01.2016 02:00,132.84,2165.50,136.50,177.60
07.01.2016 03:00,134.27,2179.80,140.01,215.40
07.01.2016 04:00,139.93,2452.10,160.76,315.90
07.01.2016 05:00,147.69,2626.70,154.64,200.10
07.01.2016 06:00,191.77,1858.80,236.78,226.60
07.01.2016 07:00,220.37,2080.00,265.37,376.40
07.01.2016 08:00,224.13,2300.60,274.13,298.40
07.01.2016 09:00,230.00,2250.30,280.00,258.70
07.01.2016 10:00,237.42,2259.30,265.98,547.30
07.01.2016 11:00,242.62,2316.10,259.65,595.60
07.01.2016 12:00,257.85,2433.60,268.06,607.60
07.01.2016 13:00,240.08,2234.20,258.70,568.20
07.01.2016 14:00,233.62,2234.70,283.53,391.90
07.01.2016 15:00,350.00,2333.30,433.14,188.00
07.01.2016 16:00,300.01,2312.90,422.96,47.30
07.01.2016 17:00,257.96,2266.90,303.08,345.50
07.01.2016 18:00,245.25,2160.90,230.79,600.00
07.01.2016 19:00,220.82,2147.30,205.56,604.50
07.01.2016 20:00,184.01,1503.30,175.18,631.50
07.01.2016 21:00,148.92,2634.80,147.40,534.30
07.01.2016 22:00,135.70,1986.50,130.37,393.40
07.01.2016 23:00,134.23,2113.70,133.94,261.20
08.01.2016 00:00,130.35,2208.20,130.73,300.00
08.01.2016 01:00,121.57,2301.40,122.40,338.00
08.01.2016 02:00,120.08,2406.60,120.88,351.40
08.01.2016 03:00,122.68,2291.60,123.88,359.00
08.01.2016 04:00,133.00,2274.80,134.03,338.20
08.01.2016 05:00,144.92,1968.90,137.72,250.10
08.01.2016 06:00,182.28,1769.40,172.21,400.00
08.01.2016 07:00,203.44,1885.30,188.46,287.50
08.01.2016 08:00,215.77,1941.50,190.86,447.40
08.01.2016 09:00,219.67,2032.70,189.64,569.00
08.01.2016 10:00,222.86,2071.70,190.90,600.00
08.01.2016 11:00,222.88,2043.50,189.24,600.00
08.01.2016 12:00,222.89,2045.00,195.05,400.00
08.01.2016 13:00,215.88,1883.40,191.08,400.00
08.01.2016 14:00,215.81,1896.70,192.43,405.00
08.01.2016 15:00,241.96,2186.30,204.57,400.00
08.01.2016 16:00,240.20,2092.50,201.56,382.40
08.01.2016 17:00,223.95,1899.10,205.09,196.40
08.01.2016 18:00,211.13,1830.40,184.79,400.00
08.01.2016 19:00,197.79,1577.10,174.97,403.80
08.01.2016 20:00,151.97,1850.30,144.88,401.00
08.01.2016 21:00,142.48,1889.70,142.09,490.10
08.01.2016 22:00,134.43,2024.90,131.30,263.30
08.01.2016 23:00,132.96,2351.30,135.51,323.10
09.01.2016 00:00,127.98,2235.50,130.48,286.50
09.01.2016 01:00,127.27,2234.80,130.40,301.30
09.01.2016 02:00,127.27,2166.40,131.57,304.90
09.01.2016 03:00,131.01,2234.60,135.86,332.20
09.01.2016 04:00,134.86,2348.70,140.32,336.60
09.01.2016 05:00,137.71,2008.50,138.16,129.10
09.01.2016 06:00,145.29,1618.20,146.01,310.10
09.01.2016 07:00,158.50,2108.60,160.10,419.90
09.01.2016 08:00,173.10,2477.20,165.69,600.00
09.01.2016 09:00,198.76,2671.40,200.94,622.70
09.01.2016 10:00,204.16,2731.30,203.64,600.00
09.01.2016 11:00,205.33,2697.00,204.91,600.00
09.01.2016 12:00,205.95,2760.50,205.43,600.00
09.01.2016 13:00,198.77,2647.20,191.86,600.00
09.01.2016 14:00,198.77,2604.30,193.96,600.00
09.01.2016 15:00,253.64,3018.30,298.92,651.20
09.01.2016 16:00,260.59,3109.80,295.78,641.30
09.01.2016 17:00,230.66,2907.50,227.90,600.00
09.01.2016 18:00,205.75,2930.10,214.72,651.80
09.01.2016 19:00,184.25,2984.50,186.72,631.60
09.01.2016 20:00,159.21,2405.40,158.71,600.00
09.01.2016 21:00,141.49,2070.30,145.88,577.00
09.01.2016 22:00,137.79,2329.60,138.24,292.10
09.01.2016 23:00,131.75,2104.30,130.22,108.10
10.01.2016 00:00,116.50,1998.50,125.67,228.20
10.01.2016 01:00,115.49,2205.70,125.32,182.00
10.01.2016 02:00,114.11,2386.30,124.67,172.60
10.01.2016 03:00,113.98,2426.50,124.76,202.80
10.01.2016 04:00,114.67,2484.60,129.23,286.80
10.01.2016 05:00,116.47,2415.90,129.62,204.50
10.01.2016 06:00,94.34,2173.50,114.14,234.60
10.01.2016 07:00,120.84,2005.60,133.78,320.30
10.01.2016 08:00,134.49,1965.00,136.32,477.50
10.01.2016 09:00,138.02,1909.40,139.44,637.60
10.01.2016 10:00,140.82,1848.10,141.49,638.50
10.01.2016 11:00,140.85,1803.30,141.49,641.30
10.01.2016 12:00,140.88,1793.70,141.49,638.40
10.01.2016 13:00,140.85,1805.80,141.80,641.40
10.01.2016 14:00,140.84,1881.10,142.90,646.10
10.01.2016 15:00,155.00,2283.80,149.95,611.40
10.01.2016 16:00,169.03,2499.50,162.40,605.10
10.01.2016 17:00,169.02,2500.00,164.33,600.00
10.01.2016 18:00,172.13,2635.30,171.69,600.00
10.01.2016 19:00,165.79,2442.20,164.81,600.00
10.01.2016 20:00,144.99,2046.60,149.12,726.30
10.01.2016 21:00,140.85,1809.60,136.24,416.60
10.01.2016 22:00,134.68,2316.70,131.59,381.80
10.01.2016 23:00,120.00,2619.60,114.75,161.70
11.01.2016 00:00,116.45,2510.60,114.37,115.80
11.01.2016 01:00,116.45,2589.50,114.27,117.50
11.01.2016 02:00,119.51,2558.80,115.46,113.20
11.01.2016 03:00,119.99,2471.60,128.75,314.40
11.01.2016 04:00,132.01,2640.10,135.51,305.80
11.01.2016 05:00,150.91,2508.00,146.01,250.10
11.01.2016 06:00,193.62,1518.50,180.23,435.90
11.01.2016 07:00,214.04,1786.20,201.27,525.90
11.01.2016 08:00,224.97,2052.30,213.53,652.60
11.01.2016 09:00,226.35,2136.90,211.56,711.00
11.01.2016 10:00,238.64,2270.20,219.41,721.20
11.01.2016 11:00,249.58,2388.00,222.91,720.90
11.01.2016 12:00,264.67,2577.40,234.74,652.20
11.01.2016 13:00,254.13,2511.30,238.86,652.70
11.01.2016 14:00,253.36,2513.40,225.23,674.80
11.01.2016 15:00,496.21,2322.80,697.75,809.80
11.01.2016 16:00,499.99,2595.20,673.73,661.10
11.01.2016 17:00,450.43,2436.80,574.30,650.10
11.01.2016 18:00,338.05,2656.70,254.20,839.70
11.01.2016 19:00,242.23,2375.60,209.94,681.40
11.01.2016 20:00,199.91,1617.20,176.64,603.00
11.01.2016 21:00,168.91,3034.70,140.49,560.70
11.01.2016 22:00,146.99,2455.90,135.14,403.70
11.01.2016 23:00,133.99,2140.80,133.99,160.70
12.01.2016 00:00,132.90,2336.90,133.01,147.10
12.01.2016 01:00,129.65,2413.90,130.18,208.20
12.01.2016 02:00,127.80,2370.40,127.80,162.50
12.01.2016 03:00,132.76,2421.60,132.75,169.00
12.01.2016 04:00,134.99,2057.60,138.46,460.00
12.01.2016 05:00,152.16,3151.30,142.49,350.80
12.01.2016 06:00,184.17,1667.40,170.66,410.80
12.01.2016 07:00,200.37,2066.20,175.79,635.00
12.01.2016 08:00,204.18,2307.90,180.34,660.30
12.01.2016 09:00,206.67,2358.40,185.91,658.60
12.01.2016 10:00,215.20,2422.30,192.39,660.60
12.01.2016 11:00,215.06,2426.50,191.34,657.90
12.01.2016 12:00,220.42,2414.30,196.42,679.10
12.01.2016 13:00,210.35,2352.10,185.43,695.50
12.01.2016 14:00,207.04,2250.20,178.55,701.20
12.01.2016 15:00,299.99,2507.00,207.07,622.10
12.01.2016 16:00,321.64,2503.80,245.23,503.80
12.01.2016 17:00,279.90,2435.60,195.11,706.10
12.01.2016 18:00,230.01,2304.90,199.97,721.70
12.01.2016 19:00,202.55,2142.50,176.49,716.10
12.01.2016 20:00,169.98,1417.60,154.45,705.80
12.01.2016 21:00,152.73,3014.30,136.22,620.60
12.01.2016 22:00,136.70,2387.60,125.00,532.00
12.01.2016 23:00,134.87,2031.40,137.84,145.90
13.01.2016 00:00,133.37,1924.00,140.60,145.00
13.01.2016 01:00,132.21,2080.90,139.28,145.00
13.01.2016 02:00,132.07,2044.40,139.39,158.10
13.01.2016 03:00,133.50,1859.00,140.87,273.00
13.01.2016 04:00,136.64,2252.60,140.99,145.10
13.01.2016 05:00,151.42,3070.60,146.75,312.20
13.01.2016 06:00,212.60,2071.90,209.84,436.00
13.01.2016 07:00,217.54,2509.90,197.67,643.40
13.01.2016 08:00,218.54,2629.30,208.61,669.50
13.01.2016 09:00,218.54,2628.40,208.57,669.50
13.01.2016 10:00,219.15,2736.00,209.53,669.70
13.01.2016 11:00,230.00,2736.70,220.52,670.90
13.01.2016 12:00,230.01,2692.00,220.48,670.90
13.01.2016 13:00,219.92,2703.90,210.06,650.80
13.01.2016 14:00,217.80,2604.60,208.17,669.40
13.01.2016 15:00,357.16,2752.80,359.87,545.40
13.01.2016 16:00,381.92,2766.00,437.49,488.10
13.01.2016 17:00,237.01,2722.60,262.33,485.80
13.01.2016 18:00,219.23,2772.70,209.71,669.70
13.01.2016 19:00,213.59,2423.70,204.01,668.90
13.01.2016 20:00,175.77,1911.40,173.19,600.00
13.01.2016 21:00,150.91,2869.10,141.93,436.00
13.01.2016 22:00,140.50,2481.70,145.13,296.50
13.01.2016 23:00,132.83,2176.20,132.57,210.40
14.01.2016 00:00,129.99,2430.80,130.22,250.10
14.01.2016 01:00,129.04,2381.40,130.11,163.40
14.01.2016 02:00,129.50,2372.60,130.13,180.20
14.01.2016 03:00,131.35,2408.50,131.49,170.60
14.01.2016 04:00,133.59,2058.80,132.67,102.50
14.01.2016 05:00,150.37,3083.20,144.60,292.00
14.01.2016 06:00,187.27,1920.40,183.93,264.10
14.01.2016 07:00,212.61,2318.90,220.55,340.10
14.01.2016 08:00,237.91,2418.90,257.95,422.30
14.01.2016 09:00,246.90,2425.40,220.69,692.10
14.01.2016 10:00,269.16,2466.40,235.42,722.00
14.01.2016 11:00,278.53,2466.30,257.47,622.50
14.01.2016 12:00,296.79,2528.80,290.81,568.30
14.01.2016 13:00,261.39,2376.90,265.01,500.00
14.01.2016 14:00,262.88,2400.80,288.46,380.10
14.01.2016 15:00,551.22,2229.00,577.22,635.20
14.01.2016 16:00,555.00,2126.30,675.18,548.00
14.01.2016 17:00,499.88,2356.50,526.27,508.00
14.01.2016 18:00,318.89,2415.60,270.59,589.80
14.01.2016 19:00,219.05,2317.80,174.80,631.00
14.01.2016 20:00,174.28,1957.80,160.37,623.20
14.01.2016 21:00,151.29,2919.00,136.49,473.40
14.01.2016 22:00,140.09,2217.90,134.18,283.10
14.01.2016 23:00,130.00,2546.60,130.44,255.70
15.01.2016 00:00,128.48,2659.20,127.14,287.10
15.01.2016 01:00,126.83,2647.40,121.27,249.10
15.01.2016 02:00,126.70,2635.20,121.27,249.10
15.01.2016 03:00,128.41,2525.40,125.42,295.80
15.01.2016 04:00,132.37,2358.20,131.81,237.00
15.01.2016 05:00,149.93,3373.00,139.46,335.10
15.01.2016 06:00,180.60,1805.10,180.44,258.60
15.01.2016 07:00,210.40,2190.40,219.66,306.30
15.01.2016 08:00,228.01,2440.00,237.97,355.20
15.01.2016 09:00,225.25,2529.70,237.70,386.70
15.01.2016 10:00,232.86,2384.30,243.87,407.40
15.01.2016 11:00,241.37,2524.60,252.68,432.80
15.01.2016 12:00,253.85,2387.20,248.12,520.60
15.01.2016 13:00,230.79,2362.90,208.38,534.80
15.01.2016 14:00,228.01,2271.30,212.11,371.80
15.01.2016 15:00,438.66,2277.20,445.03,239.80
15.01.2016 16:00,438.66,2230.70,441.84,246.50
15.01.2016 17:00,299.91,2017.90,268.48,251.10
15.01.2016 18:00,228.00,2191.30,199.05,648.80
15.01.2016 19:00,198.94,1776.00,179.12,689.10
15.01.2016 20:00,169.01,1530.50,154.14,662.00
15.01.2016 21:00,143.99,2861.80,141.17,544.90
15.01.2016 22:00,134.51,2184.60,132.37,337.30
15.01.2016 23:00,132.61,2247.40,144.34,320.10
16.01.2016 00:00,124.70,2334.30,130.00,348.20
16.01.2016 01:00,119.61,2110.00,124.77,316.40
16.01.2016 02:00,118.60,2145.70,124.77,360.10
16.01.2016 03:00,119.99,2092.60,129.39,423.10
16.01.2016 04:00,124.50,2170.10,129.87,401.00
16.01.2016 05:00,133.30,2178.70,132.69,229.40
16.01.2016 06:00,139.58,1808.20,138.16,328.00
16.01.2016 07:00,150.75,2205.80,145.38,412.00
16.01.2016 08:00,176.93,3063.30,164.32,473.40
16.01.2016 09:00,190.82,3343.40,192.60,478.10
16.01.2016 10:00,204.00,3421.40,205.96,511.90
16.01.2016 11:00,204.00,3433.30,181.49,525.00
16.01.2016 12:00,204.01,3429.20,179.85,529.80
16.01.2016 13:00,191.24,3357.50,170.47,495.10
16.01.2016 14:00,190.79,3333.40,170.78,484.60
16.01.2016 15:00,385.64,3514.20,265.97,769.60
16.01.2016 16:00,397.36,3534.00,300.40,862.00
16.01.2016 17:00,320.88,3682.10,243.58,773.30
16.01.2016 18:00,211.56,3749.00,196.58,458.80
16.01.2016 19:00,183.03,3720.20,158.03,739.60
16.01.2016 20:00,171.62,2973.40,152.10,888.40
16.01.2016 21:00,144.84,2368.40,145.42,529.30
16.01.2016 22:00,138.48,2304.90,138.25,255.10
16.01.2016 23:00,136.60,2216.00,141.43,245.80
17.01.2016 00:00,130.48,2418.20,137.66,312.20
17.01.2016 01:00,127.28,2272.60,128.89,176.90
17.01.2016 02:00,123.72,2237.40,128.71,219.00
17.01.2016 03:00,124.82,2318.20,129.77,200.90
17.01.2016 04:00,129.83,2376.30,139.77,379.30
17.01.2016 05:00,131.17,2461.40,140.08,251.20
17.01.2016 06:00,136.13,2271.30,142.80,153.80
17.01.2016 07:00,137.27,2071.20,140.34,173.70
17.01.2016 08:00,144.69,1808.10,150.08,260.80
17.01.2016 09:00,151.03,2194.20,154.86,299.90
17.01.2016 10:00,157.13,2280.90,163.42,194.50
17.01.2016 11:00,166.97,2387.80,167.85,151.10
17.01.2016 12:00,172.02,2498.90,172.85,136.30
17.01.2016 13:00,156.00,2511.30,158.68,219.50
17.01.2016 14:00,150.98,2496.80,152.05,278.00
17.01.2016 15:00,172.68,2950.40,177.98,184.00
17.01.2016 16:00,180.28,3348.00,181.10,239.60
17.01.2016 17:00,181.21,3385.40,184.34,219.20
17.01.2016 18:00,181.84,3441.40,184.43,201.30
17.01.2016 19:00,171.92,2889.80,168.54,604.60
17.01.2016 20:00,150.55,2777.60,152.88,699.60
17.01.2016 21:00,145.20,2451.30,141.58,456.50
17.01.2016 22:00,136.61,2396.90,137.23,411.00
17.01.2016 23:00,126.60,2062.90,129.64,136.50
18.01.2016 00:00,116.61,2171.30,129.02,204.00
18.01.2016 01:00,115.95,2147.00,126.70,317.50
18.01.2016 02:00,115.83,2129.80,125.69,289.50
18.01.2016 03:00,119.99,2033.20,138.72,426.00
18.01.2016 04:00,132.88,1952.70,140.08,425.10
18.01.2016 05:00,151.30,3121.70,152.17,428.20
18.01.2016 06:00,199.27,1668.60,206.98,269.90
18.01.2016 07:00,213.67,2268.10,238.22,315.90
18.01.2016 08:00,230.00,2548.00,238.50,334.60
18.01.2016 09:00,226.89,2547.90,227.24,397.30
18.01.2016 10:00,239.59,2326.60,214.78,526.40
18.01.2016 11:00,242.54,2380.20,208.09,613.20
18.01.2016 12:00,245.21,2502.90,212.26,625.00
18.01.2016 13:00,230.00,2571.40,202.90,586.70
18.01.2016 14:00,221.35,2480.20,219.62,407.40
18.01.2016 15:00,446.21,2474.40,360.53,279.70
18.01.2016 16:00,477.58,2585.20,421.50,267.10
18.01.2016 17:00,446.66,2409.80,281.07,309.90
18.01.2016 18:00,242.57,2432.20,212.03,526.90
18.01.2016 19:00,212.47,2335.80,195.10,615.10
18.01.2016 20:00,175.87,1639.00,170.18,653.90
18.01.2016 21:00,145.67,3558.20,143.44,436.00
18.01.2016 22:00,138.64,2460.10,132.58,412.80
18.01.2016 23:00,133.13,2100.30,131.60,107.50
19.01.2016 00:00,130.70,2184.50,129.78,121.20
19.01.2016 01:00,127.13,2161.20,125.62,111.20
19.01.2016 02:00,126.03,2145.40,128.30,165.00
19.01.2016 03:00,131.12,2088.20,134.74,300.00
19.01.2016 04:00,133.82,1979.70,135.28,300.00
19.01.2016 05:00,149.93,3220.10,142.61,350.90
19.01.2016 06:00,185.54,1796.30,185.26,321.40
19.01.2016 07:00,206.64,2077.50,206.43,253.70
19.01.2016 08:00,218.90,2179.90,221.39,294.20
19.01.2016 09:00,217.28,2089.30,221.31,261.60
19.01.2016 10:00,225.27,2185.60,226.31,339.80
19.01.2016 11:00,225.28,2265.80,234.30,344.20
19.01.2016 12:00,230.01,2261.90,233.60,430.80
19.01.2016 13:00,209.72,2110.10,221.27,283.90
19.01.2016 14:00,204.99,2052.50,206.81,286.60
19.01.2016 15:00,282.19,2090.00,280.00,269.30
19.01.2016 16:00,419.84,1992.90,410.98,162.20
19.01.2016 17:00,248.43,1844.60,247.00,262.80
19.01.2016 18:00,219.91,2082.10,220.96,366.20
19.01.2016 19:00,199.91,1657.60,216.98,255.90
19.01.2016 20:00,149.94,1487.10,168.54,490.40
19.01.2016 21:00,144.67,2920.10,146.90,380.60
19.01.2016 22:00,133.41,2221.80,130.80,396.80
19.01.2016 23:00,125.28,1894.50,125.25,2.70
20.01.2016 00:00,118.00,1844.50,116.39,41.00
20.01.2016 01:00,115.01,1946.50,114.61,11.70
20.01.2016 02:00,115.29,1920.40,115.28,10.20
20.01.2016 03:00,119.99,1847.70,135.08,283.50
20.01.2016 04:00,129.99,2030.50,135.35,300.00
20.01.2016 05:00,146.20,3494.10,146.05,261.10
20.01.2016 06:00,204.27,1825.70,204.33,191.30
20.01.2016 07:00,217.33,2334.10,217.56,142.90
20.01.2016 08:00,230.01,2398.70,230.03,216.00
20.01.2016 09:00,230.01,2312.50,230.03,216.70
20.01.2016 10:00,230.01,2250.50,230.07,204.10
20.01.2016 11:00,230.01,2232.80,230.03,166.10
20.01.2016 12:00,232.68,2232.00,232.65,187.10
20.01.2016 13:00,229.72,2211.10,230.34,506.70
20.01.2016 14:00,224.99,2286.80,225.23,343.30
20.01.2016 15:00,259.65,2278.10,259.69,101.90
20.01.2016 16:00,354.57,2448.00,354.78,237.20
20.01.2016 17:00,248.33,2281.30,248.45,142.80
20.01.2016 18:00,236.33,2232.20,236.68,173.20
20.01.2016 19:00,214.45,2305.40,214.70,166.30
20.01.2016 20:00,174.86,1529.80,177.83,277.10
20.01.2016 21:00,147.72,3536.70,148.80,538.50
20.01.2016 22:00,136.46,2443.90,132.34,323.40
20.01.2016 23:00,130.24,2081.30,133.07,110.70
21.01.2016 00:00,129.07,2233.50,130.97,100.70
21.01.2016 01:00,126.58,2262.80,129.86,109.20
21.01.2016 02:00,125.20,2212.20,129.73,138.40
21.01.2016 03:00,128.70,2315.40,139.58,300.00
21.01.2016 04:00,132.34,2155.30,141.15,300.00
21.01.2016 05:00,147.65,3419.50,150.20,262.90
21.01.2016 06:00,189.36,2100.20,202.53,218.50
21.01.2016 07:00,217.28,2376.80,230.19,205.90
21.01.2016 08:00,241.87,2340.60,245.49,205.00
21.01.2016 09:00,234.84,2279.70,241.92,194.40
21.01.2016 10:00,247.50,2266.30,257.18,185.70
21.01.2016 11:00,247.51,2324.00,257.13,191.80
21.01.2016 12:00,252.51,2321.10,262.08,185.70
21.01.2016 13:00,239.98,2301.10,249.41,200.20
21.01.2016 14:00,230.00,2328.70,241.38,204.40
21.01.2016 15:00,281.92,2349.80,281.84,85.00
21.01.2016 16:00,409.31,2582.20,433.64,170.10
21.01.2016 17:00,359.27,2264.70,369.46,185.60
